*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Feb  6 2025 20:33:19
*************************************************
parsing config file: /home/wzz/Pythia/config/dspatch.ini

trace_0 /home/wzz/Pythia/traces/607.cactuBSSN_s-2421B.champsimtrace.xz
Core_0_L1D_rq_forward 0
Core_0_L1D_rq_merged 10161099
Core_0_L1D_rq_to_cache 19507600
Core_0_L1D_rq_full 0

Core_0_L1D_wq_access 11027983
Core_0_L1D_wq_forward 58
Core_0_L1D_wq_merged 6410
Core_0_L1D_wq_to_cache 11021573
Core_0_L1D_wq_full 0

Core_0_L1D_pq_access 0
Core_0_L1D_pq_forward 0
Core_0_L1D_pq_merged 0
Core_0_L1D_pq_to_cache 0
Core_0_L1D_pq_full 0

Core_0_L1D_acc_epochs 101793
Core_0_L1D_acc_level_0 101793
Core_0_L1D_acc_level_1 0
Core_0_L1D_acc_level_2 0
Core_0_L1D_acc_level_3 0
Core_0_L1D_acc_level_4 0
Core_0_L1D_acc_level_5 0
Core_0_L1D_acc_level_6 0
Core_0_L1D_acc_level_7 0
Core_0_L1D_acc_level_8 0
Core_0_L1D_acc_level_9 0

Core_0_L1I_total_access 24434432
Core_0_L1I_total_hit 24124770
Core_0_L1I_total_miss 309662
Core_0_L1I_loads 24434432
Core_0_L1I_load_hit 24124770
Core_0_L1I_load_miss 309662
Core_0_L1I_RFOs 0
Core_0_L1I_RFO_hit 0
Core_0_L1I_RFO_miss 0
Core_0_L1I_prefetches 0
Core_0_L1I_prefetch_hit 0
Core_0_L1I_prefetch_miss 0
Core_0_L1I_writebacks 0
Core_0_L1I_writeback_hit 0
Core_0_L1I_writeback_miss 0
Core_0_L1I_prefetch_requested 0
Core_0_L1I_prefetch_dropped 0
Core_0_L1I_prefetch_issued 0
Core_0_L1I_prefetch_filled 0
Core_0_L1I_prefetch_useful 0
Core_0_L1I_prefetch_useless 0
Core_0_L1I_prefetch_late 0
Core_0_L1I_average_miss_latency 12.28133

Core_0_L1I_rq_access 100000000
Core_0_L1I_rq_forward 0
Core_0_L1I_rq_merged 75210371
Core_0_L1I_rq_to_cache 24789629
Core_0_L1I_rq_full 0

Core_0_L1I_wq_access 0
Core_0_L1I_wq_forward 0
Core_0_L1I_wq_merged 0
Core_0_L1I_wq_to_cache 0
Core_0_L1I_wq_full 0

Core_0_L1I_pq_access 0
Core_0_L1I_pq_forward 0
Core_0_L1I_pq_merged 0
Core_0_L1I_pq_to_cache 0
Core_0_L1I_pq_full 0

Core_0_L1I_acc_epochs 101793
Core_0_L1I_acc_level_0 101793
Core_0_L1I_acc_level_1 0
Core_0_L1I_acc_level_2 0
Core_0_L1I_acc_level_3 0
Core_0_L1I_acc_level_4 0
Core_0_L1I_acc_level_5 0
Core_0_L1I_acc_level_6 0
Core_0_L1I_acc_level_7 0
Core_0_L1I_acc_level_8 0
Core_0_L1I_acc_level_9 0

Core_0_L2C_total_access 24666778
Core_0_L2C_total_hit 18603224
Core_0_L2C_total_miss 6063554
Core_0_L2C_loads 10530154
Core_0_L2C_load_hit 7571623
Core_0_L2C_load_miss 2958531
Core_0_L2C_RFOs 790503
Core_0_L2C_RFO_hit 244449
Core_0_L2C_RFO_miss 546054
Core_0_L2C_prefetches 12452549
Core_0_L2C_prefetch_hit 9895701
Core_0_L2C_prefetch_miss 2556848
Core_0_L2C_writebacks 893572
Core_0_L2C_writeback_hit 891451
Core_0_L2C_writeback_miss 2121
Core_0_L2C_prefetch_requested 27865729
Core_0_L2C_prefetch_dropped 6451733
Core_0_L2C_prefetch_issued 21413996
Core_0_L2C_prefetch_filled 3238272
Core_0_L2C_prefetch_useful 1101519
Core_0_L2C_prefetch_useless 2135897
Core_0_L2C_prefetch_late 20939
Core_0_L2C_average_miss_latency 72.67101

Core_0_L2C_rq_access 11377093
Core_0_L2C_rq_forward 0
Core_0_L2C_rq_merged 0
Core_0_L2C_rq_to_cache 11320657
Core_0_L2C_rq_full 0

Core_0_L2C_wq_access 893572
Core_0_L2C_wq_forward 56549
Core_0_L2C_wq_merged 0
Core_0_L2C_wq_to_cache 893572
Core_0_L2C_wq_full 0

Core_0_L2C_pq_access 21413996
Core_0_L2C_pq_forward 0
Core_0_L2C_pq_merged 0
Core_0_L2C_pq_to_cache 21413883
Core_0_L2C_pq_full 0

Core_0_L2C_acc_epochs 101793
Core_0_L2C_acc_level_0 38945
Core_0_L2C_acc_level_1 17619
Core_0_L2C_acc_level_2 10037
Core_0_L2C_acc_level_3 7981
Core_0_L2C_acc_level_4 5204
Core_0_L2C_acc_level_5 3877
Core_0_L2C_acc_level_6 3369
Core_0_L2C_acc_level_7 2522
Core_0_L2C_acc_level_8 1821
Core_0_L2C_acc_level_9 10418

Core_0_LLC_total_access 6606847
Core_0_LLC_total_hit 5881048
Core_0_LLC_total_miss 725799
Core_0_LLC_loads 2937487
Core_0_LLC_load_hit 2894890
Core_0_LLC_load_miss 42597
Core_0_LLC_RFOs 517449
Core_0_LLC_RFO_hit 510442
Core_0_LLC_RFO_miss 7007
Core_0_LLC_prefetches 2577729
Core_0_LLC_prefetch_hit 1901737
Core_0_LLC_prefetch_miss 675992
Core_0_LLC_writebacks 574182
Core_0_LLC_writeback_hit 573979
Core_0_LLC_writeback_miss 203
Core_0_LLC_prefetch_requested 0
Core_0_LLC_prefetch_dropped 0
Core_0_LLC_prefetch_issued 0
Core_0_LLC_prefetch_filled 757518
Core_0_LLC_prefetch_useful 286747
Core_0_LLC_prefetch_useless 460752
Core_0_LLC_prefetch_late 0
Core_0_LLC_average_miss_latency 352.81660

Core_0_LLC_rq_access 3483652
Core_0_LLC_rq_forward 0
Core_0_LLC_rq_merged 0
Core_0_LLC_rq_to_cache 3454936
Core_0_LLC_rq_full 0

Core_0_LLC_wq_access 574182
Core_0_LLC_wq_forward 28768
Core_0_LLC_wq_merged 0
Core_0_LLC_wq_to_cache 574182
Core_0_LLC_wq_full 0

Core_0_LLC_pq_access 3259211
Core_0_LLC_pq_forward 0
Core_0_LLC_pq_merged 0
Core_0_LLC_pq_to_cache 3259159
Core_0_LLC_pq_full 0

Core_0_LLC_acc_epochs 102893
Core_0_LLC_acc_level_0 48443
Core_0_LLC_acc_level_1 14573
Core_0_LLC_acc_level_2 9380
Core_0_LLC_acc_level_3 6052
Core_0_LLC_acc_level_4 4061
Core_0_LLC_acc_level_5 4068
Core_0_LLC_acc_level_6 2335
Core_0_LLC_acc_level_7 1980
Core_0_LLC_acc_level_8 1522
Core_0_LLC_acc_level_9 10479

Core_0_major_page_fault 0
Core_0_minor_page_fault 13251

dspatch.pb.lookup 14504912
dspatch.pb.hit 4290892
dspatch.pb.evict 10213956
dspatch.pb.insert 10214020

dspatch.gen_pref.called 10214020
dspatch.gen_pref.reset 925082
dspatch.gen_pref.total 27967687

dspatch.dyn_selection.called 10214020
dspatch.dyn_selection.none 489
dspatch.dyn_selection.accp_reason1 925082
dspatch.dyn_selection.accp_reason2 636302
dspatch.dyn_selection.covp_reason1 7785
dspatch.dyn_selection.covp_reason2 8644362

dspatch.spt.called 10213956
dspatch.spt.or_count_incr 1237723
dspatch.spt.measure_covP_incr 3276217
dspatch.spt.bmp_cov_reset 951781
dspatch.spt.bmp_cov_update 234671
dspatch.spt.measure_accP_incr 850335
dspatch.spt.measure_accP_decr 9363621
dspatch.spt.bmp_acc_update 10213956

dspatch.pref_buffer.spilled 101958
dspatch.pref_buffer.buffered 27865729
dspatch.pref_buffer.issued 27865729

dspatch.bw.called 411569
dspatch.bw.bw_histogram 312575,41763,25364,31867,

Channel_0_RQ_row_buffer_hit 425840
Channel_0_RQ_row_buffer_miss 299756
Channel_0_WQ_row_buffer_hit 21086
Channel_0_WQ_row_buffer_miss 68094
Channel_0_WQ_full 0
Channel_0_dbus_congested 194457

avg_congested_cycle 8

DRAM_bw_pochs 411569
DRAM_bw_level_0 312575
DRAM_bw_level_1 41763
DRAM_bw_level_2 25364
DRAM_bw_level_3 31867
