*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Feb  6 2025 20:33:19
*************************************************
parsing config file: /home/wzz/Pythia/config/bingo.ini

trace_0 /home/wzz/Pythia/traces/streaming_phase1_core0.trace.xz
Core_0_L1D_rq_merged 7913545
Core_0_L1D_rq_to_cache 9414669
Core_0_L1D_rq_full 0

Core_0_L1D_wq_access 8503136
Core_0_L1D_wq_forward 1737
Core_0_L1D_wq_merged 24734
Core_0_L1D_wq_to_cache 8478402
Core_0_L1D_wq_full 0

Core_0_L1D_pq_access 0
Core_0_L1D_pq_forward 0
Core_0_L1D_pq_merged 0
Core_0_L1D_pq_to_cache 0
Core_0_L1D_pq_full 0

Core_0_L1D_acc_epochs 111897
Core_0_L1D_acc_level_0 111897
Core_0_L1D_acc_level_1 0
Core_0_L1D_acc_level_2 0
Core_0_L1D_acc_level_3 0
Core_0_L1D_acc_level_4 0
Core_0_L1D_acc_level_5 0
Core_0_L1D_acc_level_6 0
Core_0_L1D_acc_level_7 0
Core_0_L1D_acc_level_8 0
Core_0_L1D_acc_level_9 0

Core_0_L1I_total_access 21561224
Core_0_L1I_total_hit 17680983
Core_0_L1I_total_miss 3880241
Core_0_L1I_loads 21561224
Core_0_L1I_load_hit 17680983
Core_0_L1I_load_miss 3880241
Core_0_L1I_RFOs 0
Core_0_L1I_RFO_hit 0
Core_0_L1I_RFO_miss 0
Core_0_L1I_prefetches 0
Core_0_L1I_prefetch_hit 0
Core_0_L1I_prefetch_miss 0
Core_0_L1I_writebacks 0
Core_0_L1I_writeback_hit 0
Core_0_L1I_writeback_miss 0
Core_0_L1I_prefetch_requested 0
Core_0_L1I_prefetch_dropped 0
Core_0_L1I_prefetch_issued 0
Core_0_L1I_prefetch_filled 0
Core_0_L1I_prefetch_useful 0
Core_0_L1I_prefetch_useless 0
Core_0_L1I_prefetch_late 0
Core_0_L1I_average_miss_latency 84.28884

Core_0_L1I_rq_access 100000102
Core_0_L1I_rq_forward 0
Core_0_L1I_rq_merged 76182490
Core_0_L1I_rq_to_cache 23817612
Core_0_L1I_rq_full 0

Core_0_L1I_wq_access 0
Core_0_L1I_wq_forward 0
Core_0_L1I_wq_merged 0
Core_0_L1I_wq_to_cache 0
Core_0_L1I_wq_full 0

Core_0_L1I_pq_access 0
Core_0_L1I_pq_forward 0
Core_0_L1I_pq_merged 0
Core_0_L1I_pq_to_cache 0
Core_0_L1I_pq_full 0

Core_0_L1I_acc_epochs 111897
Core_0_L1I_acc_level_0 111897
Core_0_L1I_acc_level_1 0
Core_0_L1I_acc_level_2 0
Core_0_L1I_acc_level_3 0
Core_0_L1I_acc_level_4 0
Core_0_L1I_acc_level_5 0
Core_0_L1I_acc_level_6 0
Core_0_L1I_acc_level_7 0
Core_0_L1I_acc_level_8 0
Core_0_L1I_acc_level_9 0

Core_0_L2C_total_access 9040300
Core_0_L2C_total_hit 8207011
Core_0_L2C_total_miss 833289
Core_0_L2C_loads 5265219
Core_0_L2C_load_hit 4972864
Core_0_L2C_load_miss 292355
Core_0_L2C_RFOs 514799
Core_0_L2C_RFO_hit 292913
Core_0_L2C_RFO_miss 221886
Core_0_L2C_prefetches 2538505
Core_0_L2C_prefetch_hit 2224948
Core_0_L2C_prefetch_miss 313557
Core_0_L2C_writebacks 721777
Core_0_L2C_writeback_hit 716286
Core_0_L2C_writeback_miss 5491
Core_0_L2C_prefetch_requested 3909682
Core_0_L2C_prefetch_dropped 0
Core_0_L2C_prefetch_issued 3909682
Core_0_L2C_prefetch_filled 420988
Core_0_L2C_prefetch_useful 376184
Core_0_L2C_prefetch_useless 44644
Core_0_L2C_prefetch_late 23298
Core_0_L2C_average_miss_latency 157.89150

Core_0_L2C_rq_access 5780564
Core_0_L2C_rq_forward 0
Core_0_L2C_rq_merged 0
Core_0_L2C_rq_to_cache 5780018
Core_0_L2C_rq_full 0

Core_0_L2C_wq_access 721777
Core_0_L2C_wq_forward 555
Core_0_L2C_wq_merged 0
Core_0_L2C_wq_to_cache 721777
Core_0_L2C_wq_full 0

Core_0_L2C_pq_access 3909682
Core_0_L2C_pq_forward 0
Core_0_L2C_pq_merged 4
Core_0_L2C_pq_to_cache 3909669
Core_0_L2C_pq_full 0

Core_0_L2C_acc_epochs 111897
Core_0_L2C_acc_level_0 54167
Core_0_L2C_acc_level_1 11118
Core_0_L2C_acc_level_2 8760
Core_0_L2C_acc_level_3 5217
Core_0_L2C_acc_level_4 3458
Core_0_L2C_acc_level_5 6679
Core_0_L2C_acc_level_6 3080
Core_0_L2C_acc_level_7 2531
Core_0_L2C_acc_level_8 2064
Core_0_L2C_acc_level_9 14823

Core_0_LLC_total_access 1345581
Core_0_LLC_total_hit 842956
Core_0_LLC_total_miss 502625
Core_0_LLC_loads 269177
Core_0_LLC_load_hit 189342
Core_0_LLC_load_miss 79835
Core_0_LLC_RFOs 221864
Core_0_LLC_RFO_hit 136809
Core_0_LLC_RFO_miss 85055
Core_0_LLC_prefetches 570348
Core_0_LLC_prefetch_hit 263922
Core_0_LLC_prefetch_miss 306426
Core_0_LLC_writebacks 284192
Core_0_LLC_writeback_hit 252883
Core_0_LLC_writeback_miss 31309
Core_0_LLC_prefetch_requested 0
Core_0_LLC_prefetch_dropped 0
Core_0_LLC_prefetch_issued 0
Core_0_LLC_prefetch_filled 406899
Core_0_LLC_prefetch_useful 92718
Core_0_LLC_prefetch_useless 303655
Core_0_LLC_prefetch_late 2390
Core_0_LLC_average_miss_latency 258.57610

Core_0_LLC_rq_access 491048
Core_0_LLC_rq_forward 0
Core_0_LLC_rq_merged 0
Core_0_LLC_rq_to_cache 491041
Core_0_LLC_rq_full 0

Core_0_LLC_wq_access 284192
Core_0_LLC_wq_forward 8
Core_0_LLC_wq_merged 0
Core_0_LLC_wq_to_cache 284192
Core_0_LLC_wq_full 0

Core_0_LLC_pq_access 763590
Core_0_LLC_pq_forward 0
Core_0_LLC_pq_merged 0
Core_0_LLC_pq_to_cache 763589
Core_0_LLC_pq_full 0

Core_0_LLC_acc_epochs 445612
Core_0_LLC_acc_level_0 426877
Core_0_LLC_acc_level_1 7583
Core_0_LLC_acc_level_2 3690
Core_0_LLC_acc_level_3 1637
Core_0_LLC_acc_level_4 750
Core_0_LLC_acc_level_5 1487
Core_0_LLC_acc_level_6 460
Core_0_LLC_acc_level_7 449
Core_0_LLC_acc_level_8 307
Core_0_LLC_acc_level_9 2372

Core_0_major_page_fault 0
Core_0_minor_page_fault 17973

[Bingo] PHT Access: 1489493
[Bingo] PHT Hit PC+Addr: 981453
[Bingo] PHT Hit PC+Offs: 88516
[Bingo] PHT Miss: 419524
[Bingo] Prefetch PC+Addr: 0
[Bingo] Prefetch PC+Offs: 0
[Bingo] Useful PC+Addr: 0
[Bingo] Useful PC+Offs: 0
[Bingo] Useless PC+Addr: 0
[Bingo] Useless PC+Offs: 0
[Bingo] L1 Prefetch per Region: 0.00000
[Bingo] L2 Prefetch per Region: 4.32882
[Bingo] L3 Prefetch per Region: 0.32988
[Bingo] No Prefetch per Region: 27.34130
[Bingo] Number of Voters Mean: 4.02831
[Bingo] Number of Voters SD: 4.20396

Channel_0_RQ_row_buffer_hit 287649
Channel_0_RQ_row_buffer_miss 183666
Channel_0_WQ_row_buffer_hit 14877
Channel_0_WQ_row_buffer_miss 89871
Channel_0_WQ_full 0
Channel_0_dbus_congested 397233

avg_congested_cycle 11

DRAM_bw_pochs 1782448
DRAM_bw_level_0 1734151
DRAM_bw_level_1 21878
DRAM_bw_level_2 7624
DRAM_bw_level_3 18795
