*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Feb  6 2025 20:33:19
*************************************************
parsing config file: /home/wzz/Pythia/config/spp_dev2.ini

trace_0 /home/wzz/Pythia/traces/649.fotonik3d_s-1176B.champsimtrace.xz
Heartbeat CPU  0 instructions:   36000000 cycles:   15478822 heartbeat IPC: 2.32622 cumulative IPC: 2.32576 (Simulation time: 0 hr 2 min 46 sec) 
Heartbeat CPU  0 instructions:   37000001 cycles:   15908831 heartbeat IPC: 2.32554 cumulative IPC: 2.32575 (Simulation time: 0 hr 2 min 51 sec) 
Heartbeat CPU  0 instructions:   38000001 cycles:   16338707 heartbeat IPC: 2.32625 cumulative IPC: 2.32577 (Simulation time: 0 hr 2 min 55 sec) 
Heartbeat CPU  0 instructions:   39000002 cycles:   16768695 heartbeat IPC: 2.32565 cumulative IPC: 2.32576 (Simulation time: 0 hr 3 min 0 sec) 
Heartbeat CPU  0 instructions:   40000000 cycles:   17198676 heartbeat IPC: 2.32568 cumulative IPC: 2.32576 (Simulation time: 0 hr 3 min 4 sec) 

Warmup complete CPU  0 instructions:   40000002 cycles:   17198677 (Simulation time: 0 hr 3 min 4 sec) 

Heartbeat CPU  0 instructions:   41000001 cycles:   18061133 heartbeat IPC: 1.15948 cumulative IPC: 1.15948 (Simulation time: 0 hr 3 min 10 sec) 
Heartbeat CPU  0 instructions:   42000003 cycles:   18923075 heartbeat IPC: 1.16017 cumulative IPC: 1.15983 (Simulation time: 0 hr 3 min 15 sec) 
Heartbeat CPU  0 instructions:   43000001 cycles:   19784679 heartbeat IPC: 1.16062 cumulative IPC: 1.16009 (Simulation time: 0 hr 3 min 20 sec) 
Heartbeat CPU  0 instructions:   44000000 cycles:   20650227 heartbeat IPC: 1.15534 cumulative IPC: 1.15890 (Simulation time: 0 hr 3 min 25 sec) 
Heartbeat CPU  0 instructions:   45000003 cycles:   21515348 heartbeat IPC: 1.15591 cumulative IPC: 1.15830 (Simulation time: 0 hr 3 min 30 sec) 
Heartbeat CPU  0 instructions:   46000002 cycles:   22378874 heartbeat IPC: 1.15804 cumulative IPC: 1.15826 (Simulation time: 0 hr 3 min 36 sec) 
Heartbeat CPU  0 instructions:   47000001 cycles:   23244366 heartbeat IPC: 1.15541 cumulative IPC: 1.15785 (Simulation time: 0 hr 3 min 41 sec) 
Heartbeat CPU  0 instructions:   48000000 cycles:   24108322 heartbeat IPC: 1.15747 cumulative IPC: 1.15780 (Simulation time: 0 hr 3 min 46 sec) 
Heartbeat CPU  0 instructions:   49000001 cycles:   24974086 heartbeat IPC: 1.15505 cumulative IPC: 1.15750 (Simulation time: 0 hr 3 min 51 sec) 
Heartbeat CPU  0 instructions:   50000001 cycles:   25838894 heartbeat IPC: 1.15633 cumulative IPC: 1.15738 (Simulation time: 0 hr 3 min 56 sec) 
Heartbeat CPU  0 instructions:   51000002 cycles:   26703313 heartbeat IPC: 1.15685 cumulative IPC: 1.15733 (Simulation time: 0 hr 4 min 1 sec) 
Heartbeat CPU  0 instructions:   52000000 cycles:   27564406 heartbeat IPC: 1.16131 cumulative IPC: 1.15766 (Simulation time: 0 hr 4 min 7 sec) 
Heartbeat CPU  0 instructions:   53000001 cycles:   28428321 heartbeat IPC: 1.15752 cumulative IPC: 1.15765 (Simulation time: 0 hr 4 min 12 sec) 
Heartbeat CPU  0 instructions:   54000001 cycles:   29292636 heartbeat IPC: 1.15699 cumulative IPC: 1.15760 (Simulation time: 0 hr 4 min 17 sec) 
Heartbeat CPU  0 instructions:   55000003 cycles:   30156028 heartbeat IPC: 1.15822 cumulative IPC: 1.15764 (Simulation time: 0 hr 4 min 22 sec) 
Heartbeat CPU  0 instructions:   56000000 cycles:   31020775 heartbeat IPC: 1.15640 cumulative IPC: 1.15757 (Simulation time: 0 hr 4 min 27 sec) 
Heartbeat CPU  0 instructions:   57000000 cycles:   31888054 heartbeat IPC: 1.15303 cumulative IPC: 1.15730 (Simulation time: 0 hr 4 min 32 sec) 
Heartbeat CPU  0 instructions:   58000003 cycles:   32755371 heartbeat IPC: 1.15298 cumulative IPC: 1.15706 (Simulation time: 0 hr 4 min 37 sec) 
Heartbeat CPU  0 instructions:   59000003 cycles:   33619482 heartbeat IPC: 1.15726 cumulative IPC: 1.15707 (Simulation time: 0 hr 4 min 43 sec) 
Heartbeat CPU  0 instructions:   60000000 cycles:   34487368 heartbeat IPC: 1.15222 cumulative IPC: 1.15683 (Simulation time: 0 hr 4 min 48 sec) 
Heartbeat CPU  0 instructions:   61000003 cycles:   35353611 heartbeat IPC: 1.15441 cumulative IPC: 1.15671 (Simulation time: 0 hr 4 min 53 sec) 
Heartbeat CPU  0 instructions:   62000001 cycles:   36217464 heartbeat IPC: 1.15760 cumulative IPC: 1.15675 (Simulation time: 0 hr 4 min 58 sec) 
Heartbeat CPU  0 instructions:   63000001 cycles:   37080853 heartbeat IPC: 1.15823 cumulative IPC: 1.15681 (Simulation time: 0 hr 5 min 3 sec) 
Heartbeat CPU  0 instructions:   64000000 cycles:   37941728 heartbeat IPC: 1.16161 cumulative IPC: 1.15701 (Simulation time: 0 hr 5 min 8 sec) 
Heartbeat CPU  0 instructions:   65000001 cycles:   38805902 heartbeat IPC: 1.15718 cumulative IPC: 1.15702 (Simulation time: 0 hr 5 min 14 sec) 
Heartbeat CPU  0 instructions:   66000000 cycles:   39670154 heartbeat IPC: 1.15707 cumulative IPC: 1.15702 (Simulation time: 0 hr 5 min 19 sec) 
Heartbeat CPU  0 instructions:   67000000 cycles:   40534028 heartbeat IPC: 1.15758 cumulative IPC: 1.15704 (Simulation time: 0 hr 5 min 24 sec) 
Heartbeat CPU  0 instructions:   68000000 cycles:   41398856 heartbeat IPC: 1.15630 cumulative IPC: 1.15702 (Simulation time: 0 hr 5 min 29 sec) 
Heartbeat CPU  0 instructions:   69000003 cycles:   42265098 heartbeat IPC: 1.15442 cumulative IPC: 1.15693 (Simulation time: 0 hr 5 min 34 sec) 
Heartbeat CPU  0 instructions:   70000003 cycles:   43129559 heartbeat IPC: 1.15679 cumulative IPC: 1.15692 (Simulation time: 0 hr 5 min 39 sec) 
Heartbeat CPU  0 instructions:   71000003 cycles:   43997000 heartbeat IPC: 1.15282 cumulative IPC: 1.15679 (Simulation time: 0 hr 5 min 45 sec) 
Heartbeat CPU  0 instructions:   72000000 cycles:   44857966 heartbeat IPC: 1.16148 cumulative IPC: 1.15693 (Simulation time: 0 hr 5 min 50 sec) 
Heartbeat CPU  0 instructions:   73000003 cycles:   45718961 heartbeat IPC: 1.16145 cumulative IPC: 1.15707 (Simulation time: 0 hr 5 min 55 sec) 
Heartbeat CPU  0 instructions:   74000001 cycles:   46582411 heartbeat IPC: 1.15814 cumulative IPC: 1.15710 (Simulation time: 0 hr 6 min 0 sec) 
Heartbeat CPU  0 instructions:   75000001 cycles:   47445246 heartbeat IPC: 1.15897 cumulative IPC: 1.15716 (Simulation time: 0 hr 6 min 5 sec) 
Heartbeat CPU  0 instructions:   76000000 cycles:   48310755 heartbeat IPC: 1.15539 cumulative IPC: 1.15711 (Simulation time: 0 hr 6 min 10 sec) 
Heartbeat CPU  0 instructions:   77000002 cycles:   49174294 heartbeat IPC: 1.15803 cumulative IPC: 1.15713 (Simulation time: 0 hr 6 min 16 sec) 
Heartbeat CPU  0 instructions:   78000002 cycles:   50040934 heartbeat IPC: 1.15388 cumulative IPC: 1.15705 (Simulation time: 0 hr 6 min 21 sec) 
Heartbeat CPU  0 instructions:   79000000 cycles:   50906460 heartbeat IPC: 1.15536 cumulative IPC: 1.15700 (Simulation time: 0 hr 6 min 26 sec) 
Heartbeat CPU  0 instructions:   80000000 cycles:   51770161 heartbeat IPC: 1.15781 cumulative IPC: 1.15702 (Simulation time: 0 hr 6 min 31 sec) 
Heartbeat CPU  0 instructions:   81000001 cycles:   52634398 heartbeat IPC: 1.15709 cumulative IPC: 1.15702 (Simulation time: 0 hr 6 min 36 sec) 
Heartbeat CPU  0 instructions:   82000002 cycles:   53499807 heartbeat IPC: 1.15552 cumulative IPC: 1.15699 (Simulation time: 0 hr 6 min 41 sec) 
Heartbeat CPU  0 instructions:   83000003 cycles:   54361897 heartbeat IPC: 1.15997 cumulative IPC: 1.15706 (Simulation time: 0 hr 6 min 47 sec) 
Heartbeat CPU  0 instructions:   84000000 cycles:   55226483 heartbeat IPC: 1.15662 cumulative IPC: 1.15705 (Simulation time: 0 hr 6 min 52 sec) 
Heartbeat CPU  0 instructions:   85000000 cycles:   56089632 heartbeat IPC: 1.15855 cumulative IPC: 1.15708 (Simulation time: 0 hr 6 min 57 sec) 
Heartbeat CPU  0 instructions:   86000001 cycles:   56956452 heartbeat IPC: 1.15364 cumulative IPC: 1.15701 (Simulation time: 0 hr 7 min 2 sec) 
Heartbeat CPU  0 instructions:   87000002 cycles:   57826315 heartbeat IPC: 1.14961 cumulative IPC: 1.15685 (Simulation time: 0 hr 7 min 7 sec) 
Heartbeat CPU  0 instructions:   88000000 cycles:   58689122 heartbeat IPC: 1.15901 cumulative IPC: 1.15689 (Simulation time: 0 hr 7 min 12 sec) 
Heartbeat CPU  0 instructions:   89000001 cycles:   59553682 heartbeat IPC: 1.15666 cumulative IPC: 1.15689 (Simulation time: 0 hr 7 min 18 sec) 
Heartbeat CPU  0 instructions:   90000001 cycles:   60420901 heartbeat IPC: 1.15311 cumulative IPC: 1.15681 (Simulation time: 0 hr 7 min 23 sec) 
Heartbeat CPU  0 instructions:   91000002 cycles:   61286811 heartbeat IPC: 1.15486 cumulative IPC: 1.15677 (Simulation time: 0 hr 7 min 28 sec) 
Heartbeat CPU  0 instructions:   92000000 cycles:   62150401 heartbeat IPC: 1.15795 cumulative IPC: 1.15680 (Simulation time: 0 hr 7 min 33 sec) 
Heartbeat CPU  0 instructions:   93000001 cycles:   63013977 heartbeat IPC: 1.15798 cumulative IPC: 1.15682 (Simulation time: 0 hr 7 min 38 sec) 
Heartbeat CPU  0 instructions:   94000003 cycles:   63876362 heartbeat IPC: 1.15958 cumulative IPC: 1.15687 (Simulation time: 0 hr 7 min 43 sec) 
Heartbeat CPU  0 instructions:   95000001 cycles:   64739442 heartbeat IPC: 1.15864 cumulative IPC: 1.15690 (Simulation time: 0 hr 7 min 48 sec) 
Heartbeat CPU  0 instructions:   96000000 cycles:   65603770 heartbeat IPC: 1.15697 cumulative IPC: 1.15690 (Simulation time: 0 hr 7 min 54 sec) 
Heartbeat CPU  0 instructions:   97000000 cycles:   66465453 heartbeat IPC: 1.16052 cumulative IPC: 1.15697 (Simulation time: 0 hr 7 min 59 sec) 
Heartbeat CPU  0 instructions:   98000000 cycles:   67333246 heartbeat IPC: 1.15235 cumulative IPC: 1.15689 (Simulation time: 0 hr 8 min 4 sec) 
Heartbeat CPU  0 instructions:   99000000 cycles:   68201001 heartbeat IPC: 1.15240 cumulative IPC: 1.15681 (Simulation time: 0 hr 8 min 9 sec) 
Heartbeat CPU  0 instructions:  100000000 cycles:   69069948 heartbeat IPC: 1.15082 cumulative IPC: 1.15671 (Simulation time: 0 hr 8 min 14 sec) 
Heartbeat CPU  0 instructions:  101000003 cycles:   69935099 heartbeat IPC: 1.15587 cumulative IPC: 1.15670 (Simulation time: 0 hr 8 min 19 sec) 
Heartbeat CPU  0 instructions:  102000003 cycles:   70799560 heartbeat IPC: 1.15679 cumulative IPC: 1.15670 (Simulation time: 0 hr 8 min 25 sec) 
Heartbeat CPU  0 instructions:  103000001 cycles:   71666203 heartbeat IPC: 1.15388 cumulative IPC: 1.15665 (Simulation time: 0 hr 8 min 30 sec) 
Heartbeat CPU  0 instructions:  104000000 cycles:   72530674 heartbeat IPC: 1.15678 cumulative IPC: 1.15665 (Simulation time: 0 hr 8 min 35 sec) 
Heartbeat CPU  0 instructions:  105000002 cycles:   73392954 heartbeat IPC: 1.15972 cumulative IPC: 1.15670 (Simulation time: 0 hr 8 min 40 sec) 
Heartbeat CPU  0 instructions:  106000000 cycles:   74258273 heartbeat IPC: 1.15564 cumulative IPC: 1.15669 (Simulation time: 0 hr 8 min 45 sec) 
Heartbeat CPU  0 instructions:  107000000 cycles:   75119830 heartbeat IPC: 1.16069 cumulative IPC: 1.15674 (Simulation time: 0 hr 8 min 51 sec) 
Heartbeat CPU  0 instructions:  108000000 cycles:   75982997 heartbeat IPC: 1.15852 cumulative IPC: 1.15677 (Simulation time: 0 hr 8 min 56 sec) 
Heartbeat CPU  0 instructions:  109000000 cycles:   76847282 heartbeat IPC: 1.15703 cumulative IPC: 1.15677 (Simulation time: 0 hr 9 min 1 sec) 
Heartbeat CPU  0 instructions:  110000000 cycles:   77712041 heartbeat IPC: 1.15639 cumulative IPC: 1.15677 (Simulation time: 0 hr 9 min 6 sec) 
Heartbeat CPU  0 instructions:  111000003 cycles:   78578677 heartbeat IPC: 1.15389 cumulative IPC: 1.15673 (Simulation time: 0 hr 9 min 11 sec) 
Heartbeat CPU  0 instructions:  112000000 cycles:   79444507 heartbeat IPC: 1.15496 cumulative IPC: 1.15670 (Simulation time: 0 hr 9 min 17 sec) 
Heartbeat CPU  0 instructions:  113000003 cycles:   80310883 heartbeat IPC: 1.15424 cumulative IPC: 1.15667 (Simulation time: 0 hr 9 min 22 sec) 
Heartbeat CPU  0 instructions:  114000002 cycles:   81173985 heartbeat IPC: 1.15861 cumulative IPC: 1.15670 (Simulation time: 0 hr 9 min 27 sec) 
Heartbeat CPU  0 instructions:  115000001 cycles:   82036139 heartbeat IPC: 1.15988 cumulative IPC: 1.15674 (Simulation time: 0 hr 9 min 32 sec) 
Heartbeat CPU  0 instructions:  116000000 cycles:   82899500 heartbeat IPC: 1.15826 cumulative IPC: 1.15676 (Simulation time: 0 hr 9 min 37 sec) 
Heartbeat CPU  0 instructions:  117000001 cycles:   83762095 heartbeat IPC: 1.15929 cumulative IPC: 1.15679 (Simulation time: 0 hr 9 min 43 sec) 
Heartbeat CPU  0 instructions:  118000002 cycles:   84625677 heartbeat IPC: 1.15797 cumulative IPC: 1.15681 (Simulation time: 0 hr 9 min 48 sec) 
Heartbeat CPU  0 instructions:  119000000 cycles:   85496450 heartbeat IPC: 1.14840 cumulative IPC: 1.15670 (Simulation time: 0 hr 9 min 53 sec) 
Heartbeat CPU  0 instructions:  120000000 cycles:   86365217 heartbeat IPC: 1.15106 cumulative IPC: 1.15663 (Simulation time: 0 hr 9 min 58 sec) 
Heartbeat CPU  0 instructions:  121000001 cycles:   87237418 heartbeat IPC: 1.14653 cumulative IPC: 1.15650 (Simulation time: 0 hr 10 min 3 sec) 
Heartbeat CPU  0 instructions:  122000001 cycles:   88101672 heartbeat IPC: 1.15707 cumulative IPC: 1.15651 (Simulation time: 0 hr 10 min 8 sec) 
Heartbeat CPU  0 instructions:  123000003 cycles:   88969386 heartbeat IPC: 1.15246 cumulative IPC: 1.15646 (Simulation time: 0 hr 10 min 14 sec) 
Heartbeat CPU  0 instructions:  124000000 cycles:   89835581 heartbeat IPC: 1.15447 cumulative IPC: 1.15644 (Simulation time: 0 hr 10 min 19 sec) 
Heartbeat CPU  0 instructions:  125000003 cycles:   90702430 heartbeat IPC: 1.15361 cumulative IPC: 1.15640 (Simulation time: 0 hr 10 min 24 sec) 
Heartbeat CPU  0 instructions:  126000002 cycles:   91563734 heartbeat IPC: 1.16103 cumulative IPC: 1.15646 (Simulation time: 0 hr 10 min 29 sec) 
Heartbeat CPU  0 instructions:  127000002 cycles:   92427781 heartbeat IPC: 1.15734 cumulative IPC: 1.15647 (Simulation time: 0 hr 10 min 34 sec) 
Heartbeat CPU  0 instructions:  128000000 cycles:   93289921 heartbeat IPC: 1.15990 cumulative IPC: 1.15651 (Simulation time: 0 hr 10 min 40 sec) 
Heartbeat CPU  0 instructions:  129000001 cycles:   94153365 heartbeat IPC: 1.15815 cumulative IPC: 1.15652 (Simulation time: 0 hr 10 min 45 sec) 
Heartbeat CPU  0 instructions:  130000002 cycles:   95021083 heartbeat IPC: 1.15245 cumulative IPC: 1.15648 (Simulation time: 0 hr 10 min 50 sec) 
Heartbeat CPU  0 instructions:  131000001 cycles:   95884070 heartbeat IPC: 1.15876 cumulative IPC: 1.15650 (Simulation time: 0 hr 10 min 55 sec) 
Heartbeat CPU  0 instructions:  132000000 cycles:   96751073 heartbeat IPC: 1.15340 cumulative IPC: 1.15647 (Simulation time: 0 hr 11 min 0 sec) 
Heartbeat CPU  0 instructions:  133000000 cycles:   97616192 heartbeat IPC: 1.15591 cumulative IPC: 1.15646 (Simulation time: 0 hr 11 min 5 sec) 
Heartbeat CPU  0 instructions:  134000001 cycles:   98483548 heartbeat IPC: 1.15293 cumulative IPC: 1.15643 (Simulation time: 0 hr 11 min 11 sec) 
Heartbeat CPU  0 instructions:  135000001 cycles:   99345509 heartbeat IPC: 1.16015 cumulative IPC: 1.15647 (Simulation time: 0 hr 11 min 16 sec) 
Heartbeat CPU  0 instructions:  136000000 cycles:  100206541 heartbeat IPC: 1.16140 cumulative IPC: 1.15652 (Simulation time: 0 hr 11 min 21 sec) 
Heartbeat CPU  0 instructions:  137000000 cycles:  101068132 heartbeat IPC: 1.16064 cumulative IPC: 1.15656 (Simulation time: 0 hr 11 min 26 sec) 
Heartbeat CPU  0 instructions:  138000000 cycles:  101933521 heartbeat IPC: 1.15555 cumulative IPC: 1.15655 (Simulation time: 0 hr 11 min 32 sec) 
Heartbeat CPU  0 instructions:  139000000 cycles:  102797440 heartbeat IPC: 1.15752 cumulative IPC: 1.15656 (Simulation time: 0 hr 11 min 37 sec) 
Heartbeat CPU  0 instructions:  140000000 cycles:  103665019 heartbeat IPC: 1.15263 cumulative IPC: 1.15652 (Simulation time: 0 hr 11 min 42 sec) 
Finished CPU 0 instructions: 100000000 cycles: 86466352 cumulative IPC: 1.15652 (Simulation time: 0 hr 11 min 42 sec) 

ChampSim completed all CPUs

[ROI Statistics]
Core_0_instructions 100000000
Core_0_cycles 86466352
Core_0_IPC 1.15652

Core_0_branch_prediction_accuracy 99.97505
Core_0_branch_MPKI 0.00438
Core_0_average_ROB_occupancy_at_mispredict 254.30365

Core_0_L1D_total_access 20669770
Core_0_L1D_total_hit 19346397
Core_0_L1D_total_miss 1323373
Core_0_L1D_loads 13652653
Core_0_L1D_load_hit 12330813
Core_0_L1D_load_miss 1321840
Core_0_L1D_RFOs 7017117
Core_0_L1D_RFO_hit 7015584
Core_0_L1D_RFO_miss 1533
Core_0_L1D_prefetches 0
Core_0_L1D_prefetch_hit 0
Core_0_L1D_prefetch_miss 0
Core_0_L1D_writebacks 0
Core_0_L1D_writeback_hit 0
Core_0_L1D_writeback_miss 0
Core_0_L1D_prefetch_requested 0
Core_0_L1D_prefetch_dropped 0
Core_0_L1D_prefetch_issued 0
Core_0_L1D_prefetch_filled 0
Core_0_L1D_prefetch_useful 0
Core_0_L1D_prefetch_useless 0
Core_0_L1D_prefetch_late 0
Core_0_L1D_average_miss_latency 27.34910

Core_0_L1D_rq_access 35083005
Core_0_L1D_rq_forward 0
Core_0_L1D_rq_merged 20789194
Core_0_L1D_rq_to_cache 14293811
