*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Feb  6 2025 20:33:19
*************************************************
parsing config file: /home/wzz/Pythia/config/dspatch.ini

trace_0 /home/wzz/Pythia/traces/623.xalancbmk_s-10B.champsimtrace.xz
Core_0_L1D_rq_forward 0
Core_0_L1D_rq_merged 11051663
Core_0_L1D_rq_to_cache 18311758
Core_0_L1D_rq_full 0

Core_0_L1D_wq_access 4941795
Core_0_L1D_wq_forward 3
Core_0_L1D_wq_merged 30636
Core_0_L1D_wq_to_cache 4911159
Core_0_L1D_wq_full 15136

Core_0_L1D_pq_access 0
Core_0_L1D_pq_forward 0
Core_0_L1D_pq_merged 0
Core_0_L1D_pq_to_cache 0
Core_0_L1D_pq_full 0

Core_0_L1D_acc_epochs 291213
Core_0_L1D_acc_level_0 291213
Core_0_L1D_acc_level_1 0
Core_0_L1D_acc_level_2 0
Core_0_L1D_acc_level_3 0
Core_0_L1D_acc_level_4 0
Core_0_L1D_acc_level_5 0
Core_0_L1D_acc_level_6 0
Core_0_L1D_acc_level_7 0
Core_0_L1D_acc_level_8 0
Core_0_L1D_acc_level_9 0

Core_0_L1I_total_access 32097970
Core_0_L1I_total_hit 31747447
Core_0_L1I_total_miss 350523
Core_0_L1I_loads 32097970
Core_0_L1I_load_hit 31747447
Core_0_L1I_load_miss 350523
Core_0_L1I_RFOs 0
Core_0_L1I_RFO_hit 0
Core_0_L1I_RFO_miss 0
Core_0_L1I_prefetches 0
Core_0_L1I_prefetch_hit 0
Core_0_L1I_prefetch_miss 0
Core_0_L1I_writebacks 0
Core_0_L1I_writeback_hit 0
Core_0_L1I_writeback_miss 0
Core_0_L1I_prefetch_requested 0
Core_0_L1I_prefetch_dropped 0
Core_0_L1I_prefetch_issued 0
Core_0_L1I_prefetch_filled 0
Core_0_L1I_prefetch_useful 0
Core_0_L1I_prefetch_useless 0
Core_0_L1I_prefetch_late 0
Core_0_L1I_average_miss_latency 22.06890

Core_0_L1I_rq_access 100000124
Core_0_L1I_rq_forward 0
Core_0_L1I_rq_merged 67674448
Core_0_L1I_rq_to_cache 32325676
Core_0_L1I_rq_full 0

Core_0_L1I_wq_access 0
Core_0_L1I_wq_forward 0
Core_0_L1I_wq_merged 0
Core_0_L1I_wq_to_cache 0
Core_0_L1I_wq_full 0

Core_0_L1I_pq_access 0
Core_0_L1I_pq_forward 0
Core_0_L1I_pq_merged 0
Core_0_L1I_pq_to_cache 0
Core_0_L1I_pq_full 0

Core_0_L1I_acc_epochs 291213
Core_0_L1I_acc_level_0 291213
Core_0_L1I_acc_level_1 0
Core_0_L1I_acc_level_2 0
Core_0_L1I_acc_level_3 0
Core_0_L1I_acc_level_4 0
Core_0_L1I_acc_level_5 0
Core_0_L1I_acc_level_6 0
Core_0_L1I_acc_level_7 0
Core_0_L1I_acc_level_8 0
Core_0_L1I_acc_level_9 0

Core_0_L2C_total_access 9243863
Core_0_L2C_total_hit 2392088
Core_0_L2C_total_miss 6851775
Core_0_L2C_loads 3112312
Core_0_L2C_load_hit 934638
Core_0_L2C_load_miss 2177674
Core_0_L2C_RFOs 60471
Core_0_L2C_RFO_hit 29257
Core_0_L2C_RFO_miss 31214
Core_0_L2C_prefetches 5945378
Core_0_L2C_prefetch_hit 1318854
Core_0_L2C_prefetch_miss 4626524
Core_0_L2C_writebacks 125702
Core_0_L2C_writeback_hit 109339
Core_0_L2C_writeback_miss 16363
Core_0_L2C_prefetch_requested 10168138
Core_0_L2C_prefetch_dropped 104222
Core_0_L2C_prefetch_issued 10063916
Core_0_L2C_prefetch_filled 7414979
Core_0_L2C_prefetch_useful 919787
Core_0_L2C_prefetch_useless 6492420
Core_0_L2C_prefetch_late 190313
Core_0_L2C_average_miss_latency 119.80567

Core_0_L2C_rq_access 3172809
Core_0_L2C_rq_forward 0
Core_0_L2C_rq_merged 0
Core_0_L2C_rq_to_cache 3172783
Core_0_L2C_rq_full 0

Core_0_L2C_wq_access 125702
Core_0_L2C_wq_forward 31
Core_0_L2C_wq_merged 0
Core_0_L2C_wq_to_cache 125702
Core_0_L2C_wq_full 0

Core_0_L2C_pq_access 10063916
Core_0_L2C_pq_forward 0
Core_0_L2C_pq_merged 0
Core_0_L2C_pq_to_cache 10063911
Core_0_L2C_pq_full 0

Core_0_L2C_acc_epochs 291213
Core_0_L2C_acc_level_0 125361
Core_0_L2C_acc_level_1 98880
Core_0_L2C_acc_level_2 35890
Core_0_L2C_acc_level_3 13317
Core_0_L2C_acc_level_4 5732
Core_0_L2C_acc_level_5 4331
Core_0_L2C_acc_level_6 2016
Core_0_L2C_acc_level_7 1245
Core_0_L2C_acc_level_8 779
Core_0_L2C_acc_level_9 3662

Core_0_LLC_total_access 6906248
Core_0_LLC_total_hit 2454329
Core_0_LLC_total_miss 4451919
Core_0_LLC_loads 1993980
Core_0_LLC_load_hit 517665
Core_0_LLC_load_miss 1476315
Core_0_LLC_RFOs 31173
Core_0_LLC_RFO_hit 20004
Core_0_LLC_RFO_miss 11169
Core_0_LLC_prefetches 4810253
Core_0_LLC_prefetch_hit 1848126
Core_0_LLC_prefetch_miss 2962127
Core_0_LLC_writebacks 70842
Core_0_LLC_writeback_hit 68534
Core_0_LLC_writeback_miss 2308
Core_0_LLC_prefetch_requested 0
Core_0_LLC_prefetch_dropped 0
Core_0_LLC_prefetch_issued 0
Core_0_LLC_prefetch_filled 4842782
Core_0_LLC_prefetch_useful 13585
Core_0_LLC_prefetch_useless 4808659
Core_0_LLC_prefetch_late 0
Core_0_LLC_average_miss_latency 135.84440

Core_0_LLC_rq_access 2025159
Core_0_LLC_rq_forward 0
Core_0_LLC_rq_merged 0
Core_0_LLC_rq_to_cache 2025153
Core_0_LLC_rq_full 0

Core_0_LLC_wq_access 70842
Core_0_LLC_wq_forward 6
Core_0_LLC_wq_merged 0
Core_0_LLC_wq_to_cache 70842
Core_0_LLC_wq_full 0

Core_0_LLC_pq_access 7605292
Core_0_LLC_pq_forward 0
Core_0_LLC_pq_merged 0
Core_0_LLC_pq_to_cache 7605292
Core_0_LLC_pq_full 0

Core_0_LLC_acc_epochs 340028
Core_0_LLC_acc_level_0 335650
Core_0_LLC_acc_level_1 2113
Core_0_LLC_acc_level_2 1044
Core_0_LLC_acc_level_3 268
Core_0_LLC_acc_level_4 84
Core_0_LLC_acc_level_5 545
Core_0_LLC_acc_level_6 59
Core_0_LLC_acc_level_7 59
Core_0_LLC_acc_level_8 22
Core_0_LLC_acc_level_9 184

Core_0_major_page_fault 0
Core_0_minor_page_fault 11159

dspatch.pb.lookup 4374704
dspatch.pb.hit 3089074
dspatch.pb.evict 1285566
dspatch.pb.insert 1285630

dspatch.gen_pref.called 1285630
dspatch.gen_pref.reset 30904
dspatch.gen_pref.total 10417119

dspatch.dyn_selection.called 1285630
dspatch.dyn_selection.none 526
dspatch.dyn_selection.accp_reason1 30904
dspatch.dyn_selection.accp_reason2 85325
dspatch.dyn_selection.covp_reason1 27
dspatch.dyn_selection.covp_reason2 1168848

dspatch.spt.called 1285566
dspatch.spt.or_count_incr 471333
dspatch.spt.measure_covP_incr 917293
dspatch.spt.bmp_cov_reset 111426
dspatch.spt.bmp_cov_update 6357
dspatch.spt.measure_accP_incr 252308
dspatch.spt.measure_accP_decr 1033258
dspatch.spt.bmp_acc_update 1285566

dspatch.pref_buffer.spilled 248736
dspatch.pref_buffer.buffered 10168383
dspatch.pref_buffer.issued 10168138

dspatch.bw.called 1360109
dspatch.bw.bw_histogram 581842,434386,226226,117655,

Channel_0_RQ_row_buffer_hit 3639054
Channel_0_RQ_row_buffer_miss 810557
Channel_0_WQ_row_buffer_hit 2484
Channel_0_WQ_row_buffer_miss 15749
Channel_0_WQ_full 0
Channel_0_dbus_congested 2970425

avg_congested_cycle 10

DRAM_bw_pochs 1360109
DRAM_bw_level_0 581842
DRAM_bw_level_1 434386
DRAM_bw_level_2 226226
DRAM_bw_level_3 117655
