*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Feb  6 2025 20:33:19
*************************************************
parsing config file: /home/wzz/Pythia/config/pythia.ini

trace_0 /home/wzz/Pythia/traces/605.mcf_s-472B.champsimtrace.xz
scooby_state_402dc3|39|-4 9421,0,1,1,0,2,5,2,1,2,1,3,0,1,0,9440,
scooby_state_402dc3|22|-4 9424,2,0,2,2,0,2,0,0,1,0,1,2,1,2,9439,
scooby_state_402dc3|16|-4 9425,0,3,1,1,1,0,0,1,3,0,0,0,2,1,9438,
scooby_state_402dfb|62|-1 1,1,2,1,1,0,3,2,1,3,0,5820,3602,0,1,9438,
scooby_state_402dc3|1|-3 9402,1,2,0,1,1,2,1,1,2,0,1,0,2,0,9416,
scooby_state_402dc3|6|-4 9400,1,1,3,2,0,0,1,0,0,0,1,0,0,0,9409,
scooby_state_402dc3|25|-4 9394,1,1,2,0,1,2,0,2,3,0,2,0,0,1,9409,
scooby_state_402dc3|8|-3 9358,3,2,1,0,1,2,1,1,1,1,3,2,0,2,9378,
scooby_state_402dc3|4|-4 9337,1,1,1,0,0,1,1,0,1,1,3,1,0,4,9352,
scooby_state_402dc3|11|-3 9325,0,1,0,1,0,0,0,2,1,0,0,2,3,1,9336,
scooby_state_402dc3|0|-3 9297,1,0,2,0,2,2,1,2,0,1,0,1,3,0,9312,
scooby_state_402dc3|3|-3 9278,1,2,1,4,0,2,1,0,3,1,0,1,1,0,9295,
scooby_state_402dc3|32|-3 9277,0,0,1,0,1,0,1,1,1,1,1,1,2,1,9288,
scooby_state_402dc3|27|-4 9249,1,3,2,1,0,2,1,0,3,1,3,3,1,0,9270,
scooby_state_402dc3|17|-4 9206,1,2,4,2,2,0,0,2,0,1,0,1,3,1,9225,
scooby_state_402dc3|1|-4 9197,2,0,1,1,0,0,3,2,0,1,2,1,0,0,9210,
scooby_state_402dc3|18|-3 9182,1,1,3,1,0,1,1,0,1,3,1,4,3,0,9202,
scooby_state_402dc3|38|-3 9190,0,0,0,1,1,0,3,1,0,3,0,0,0,2,9201,
scooby_state_402dc3|4|-3 9176,0,0,2,1,1,3,1,1,2,4,0,2,0,1,9194,
scooby_state_402dc3|38|-4 9129,1,1,0,1,0,1,2,1,0,3,1,1,4,2,9147,
scooby_state_402dc3|33|-4 9017,0,2,2,0,3,1,0,3,0,1,0,3,1,1,9034,
scooby_state_402dc3|20|-3 8899,1,1,1,0,3,4,1,1,1,0,2,0,1,4,8919,
scooby_state_402dc3|36|-3 8874,0,2,1,3,4,1,1,1,0,1,2,0,0,2,8892,
scooby_state_402dc3|31|-3 8625,2,0,0,1,1,1,1,0,1,1,1,2,0,2,8638,
scooby_state_402dc3|15|-3 8508,0,0,4,0,0,3,1,0,2,0,0,0,4,0,8522,
scooby_state_402dc7|63|0 7,1,2,3,2,1,2,4,1,1,0,3048,4707,0,0,7779,
scooby_state_402dcb|1|-3 7,1,1,0,0,0,0,1,2,0,2,149,6973,0,0,7136,
scooby_state_402dcb|2|1 2,0,0,1,0,0,1,2,1,2,1,2,6524,0,1,6537,
scooby_state_402dcb|3|-3 14,3,1,0,0,1,1,0,0,1,1,152,6244,0,2,6420,
scooby_state_402dcb|3|1 1,2,0,1,2,2,3,4,2,0,1,1,6229,1,1,6250,
scooby_state_402dcb|1|1 3,2,3,2,1,0,0,2,0,2,0,1,6174,1,1,6192,
scooby_state_402dcb|4|4 66,0,2,0,2,0,1,1,0,1,1,13,5877,0,0,5964,
scooby_state_402dcb|2|-3 1,0,0,0,0,3,2,1,0,1,0,11,5941,2,0,5962,
scooby_state_402dcb|6|4 59,0,1,0,2,0,3,1,1,0,1,16,5569,1,0,5654,
scooby_state_403083|55|1 1763,1,5,2,3,3,2,5,4,5,1,5,3,2,3831,5635,
scooby_state_402dcb|4|-3 6,2,1,0,0,0,1,0,0,0,0,203,5271,0,0,5484,
scooby_state_402dcb|5|-3 3,0,1,0,0,1,0,1,0,0,0,49,5406,0,2,5463,
scooby_state_402dcb|7|-3 10,0,3,1,1,1,0,2,0,1,0,166,5220,2,1,5408,
scooby_state_402dcb|6|-3 3,0,1,1,1,1,1,0,0,1,1,25,5367,0,1,5403,
scooby_state_402dc7|62|-1 31,1,1,1,2,0,2,0,2,1,0,2266,3038,3,0,5348,
scooby_state_402dcb|5|4 23,1,0,1,0,0,2,1,0,2,0,3,5277,2,0,5312,
scooby_state_403083|7|1 1673,3,7,3,3,4,1,0,3,4,2,3,2,2,3543,5253,
scooby_state_402dcb|0|-7 0,3,0,1,0,3,2,1,1,0,4,0,5176,0,0,5191,
scooby_state_403083|48|1 1695,2,4,5,5,1,6,6,3,6,5,6,5,5,3241,4995,
scooby_state_403083|35|1 1723,0,4,1,0,2,2,0,1,0,1,0,0,1,3215,4950,
scooby_state_402dcb|63|8 14,2,0,0,0,1,0,1,4,0,2,0,4677,1,0,4702,
scooby_state_403083|33|1 1592,1,5,2,1,2,3,2,2,3,1,4,4,4,3022,4648,
scooby_state_402dcb|63|1 1,0,1,0,0,0,1,2,2,4,2,2,4627,1,0,4643,
scooby_state_402dc7|60|-1 31,1,0,1,0,0,0,2,1,0,1,1889,2657,2,0,4585,
scooby_state_402dcb|8|-3 6,1,0,1,1,0,0,0,0,1,0,39,4525,1,1,4576,
scooby_state_403083|38|1 1685,1,2,2,2,0,1,0,0,0,0,0,2,1,2816,4512,
scooby_state_402dc7|47|-1 26,0,0,0,1,0,0,0,0,1,2,1996,2476,2,1,4505,
scooby_state_402dc7|61|-1 14,1,0,0,1,1,3,1,1,1,0,1897,2580,1,2,4503,
scooby_state_402dc7|29|-1 20,0,0,1,1,0,0,0,1,0,1,1898,2532,3,1,4458,
scooby_state_402dc7|1|-1 23,1,1,0,0,0,0,0,0,1,1,1971,2458,0,1,4457,
scooby_state_402dcb|61|1 0,2,0,2,3,2,0,1,2,0,1,1,4402,1,1,4418,
scooby_state_402dcb|3|-7 0,0,0,1,0,0,1,0,0,1,0,0,4366,0,0,4369,
scooby_state_402dc3|52|-11 4351,1,0,1,0,3,1,1,0,0,1,0,0,1,0,4360,
scooby_state_403083|36|1 1678,4,6,4,1,3,0,2,5,1,1,5,4,1,2618,4333,
scooby_state_403083|26|1 1707,0,2,1,1,1,0,0,1,0,0,4,1,2,2590,4310,
scooby_state_402dcb|58|-3 3,1,0,0,0,0,1,0,0,0,0,58,4227,0,1,4291,
scooby_state_402dc7|49|-1 19,0,0,1,0,0,1,0,0,0,1,1966,2300,1,1,4290,
scooby_state_403083|29|1 1619,0,1,3,2,1,1,0,0,0,1,3,6,2,2648,4287,
scooby_state_402dcb|62|1 2,2,1,1,0,0,2,1,0,0,0,1,4247,0,2,4259,
scooby_state_402dcb|59|-3 1,1,0,1,0,1,1,0,0,2,0,14,4203,0,1,4225,
scooby_state_402dcb|62|8 40,2,1,2,1,0,2,1,0,0,1,2,4154,1,0,4207,
scooby_state_402dcb|14|-3 0,0,0,0,0,1,0,0,0,0,2,79,4102,0,1,4185,
scooby_state_402dcb|10|8 43,0,0,0,1,0,2,1,0,1,0,1,4123,2,4,4178,
scooby_state_402dc7|7|-1 22,2,0,0,0,0,0,0,0,0,0,1860,2289,1,1,4175,
scooby_state_402dc7|54|-1 20,2,0,1,1,0,0,1,0,0,1,1926,2218,1,0,4171,
scooby_state_402dcb|9|8 12,1,0,0,1,0,0,0,0,1,0,0,4146,1,0,4162,
scooby_state_403083|31|1 1605,3,2,0,1,3,2,1,0,1,1,1,2,0,2539,4161,
scooby_state_402dc7|17|-1 24,0,2,1,0,1,0,1,0,1,0,1867,2253,2,1,4153,
scooby_state_402dc7|15|-1 22,1,2,1,1,0,1,0,0,0,0,1864,2242,2,1,4137,
scooby_state_402dcb|1|-7 1,0,0,0,0,0,0,0,0,0,2,0,4131,0,0,4134,
scooby_state_402dc7|30|-1 24,0,2,0,0,1,0,2,1,1,1,1899,2196,3,0,4130,
scooby_state_402dc3|51|-11 4124,0,0,1,0,0,0,1,0,0,0,1,1,1,0,4129,
scooby_state_402dc7|31|-1 31,0,0,0,0,0,0,0,0,0,1,1858,2232,1,1,4124,
scooby_state_402dcb|60|-3 2,1,0,0,0,2,0,1,3,0,1,25,4084,0,1,4120,
scooby_state_402dc7|45|-1 22,1,1,1,2,1,0,1,0,1,1,1870,2210,1,0,4112,
scooby_state_402dcb|10|-3 6,1,0,0,1,0,3,1,0,0,1,45,4043,1,1,4103,
scooby_state_402dcb|15|-3 3,0,0,0,0,0,0,0,0,0,0,22,4076,1,0,4102,
scooby_state_403083|13|1 1543,2,0,1,1,0,0,1,3,0,0,2,2,1,2491,4047,
scooby_state_402dc3|36|-11 4024,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4026,
scooby_state_402dcb|11|-3 0,0,2,2,2,1,0,0,0,0,0,45,3962,0,1,4015,
scooby_state_402dc3|20|-11 4002,1,0,0,1,1,0,0,0,0,0,0,1,0,1,4007,
scooby_state_403083|18|1 1606,1,2,2,2,2,1,0,1,1,1,4,2,2,2378,4005,
scooby_state_403083|11|1 1555,1,0,2,1,0,0,1,0,2,0,2,0,3,2420,3987,
scooby_state_402dc7|44|-1 22,0,2,0,0,2,0,1,0,1,0,1898,2056,2,0,3984,
scooby_state_403083|22|1 1650,0,2,0,1,0,1,0,1,0,1,1,0,0,2326,3983,
scooby_state_403083|51|1 1540,0,1,1,0,1,2,1,1,1,0,5,1,0,2424,3978,
scooby_state_403083|54|1 1635,2,1,2,2,3,2,3,3,4,1,4,3,3,2289,3957,
scooby_state_403083|42|1 1785,2,3,3,5,5,4,3,0,2,4,4,3,2,2130,3955,
scooby_state_402dcb|2|-7 0,0,0,0,0,0,0,0,1,0,0,0,3950,1,0,3952,
scooby_state_402dcb|9|-3 0,0,0,0,0,0,0,1,1,0,1,4,3928,0,1,3936,
scooby_state_402dc7|33|-1 21,2,1,0,1,0,1,0,0,0,0,1828,2075,0,0,3929,
scooby_state_402dcb|7|4 63,1,0,0,0,2,1,2,0,0,0,3,3851,1,0,3924,
scooby_state_402dc7|55|-1 22,0,1,0,0,0,2,0,0,2,1,1811,2080,0,1,3920,
scooby_state_403083|45|1 1610,4,3,5,2,2,4,1,2,5,1,5,0,2,2272,3918,
scooby_state_402dcb|8|8 49,1,0,0,0,1,0,0,2,1,0,0,3849,1,0,3904,
scooby_state_402dc7|13|-1 20,0,0,1,0,0,0,0,1,1,0,1792,2086,2,1,3904,
scooby_state_402dc7|12|-1 22,1,0,0,0,2,0,0,0,0,0,1864,2007,3,2,3901,
scooby_state_403083|3|1 1599,0,4,0,1,1,1,2,0,1,0,4,3,0,2276,3892,
scooby_state_402dc7|28|-1 23,0,1,1,1,0,0,0,0,1,0,1840,2008,2,5,3882,
scooby_state_402dc7|23|-1 23,0,2,1,2,0,0,1,1,1,1,1769,2078,0,1,3880,
scooby_state_403083|58|1 1653,2,2,1,1,1,1,1,0,1,0,1,2,2,2206,3874,
scooby_state_403083|61|1 1540,1,1,2,0,1,0,0,1,0,0,7,2,0,2301,3856,
scooby_state_402dcb|17|-3 2,0,0,1,1,1,0,0,1,0,0,68,3781,0,0,3855,
scooby_state_403083|15|1 1619,1,4,1,3,1,3,0,0,0,0,0,1,0,2221,3854,
scooby_state_403083|47|1 1564,0,2,0,0,0,1,1,1,1,2,3,1,2,2275,3853,
scooby_state_403083|5|1 1559,1,4,1,2,0,1,0,0,1,1,1,3,1,2269,3844,
scooby_state_402dc3|49|-11 3825,0,2,0,0,0,1,1,1,1,0,0,0,1,1,3833,
scooby_state_402dc7|57|-1 15,0,0,0,0,1,0,1,0,1,0,1804,2006,0,0,3828,
scooby_state_402dcb|46|-3 0,1,0,1,1,0,0,0,1,1,0,5,3816,1,0,3827,
scooby_state_402dc7|14|-1 18,0,0,1,1,1,0,0,1,0,0,1788,2005,2,0,3817,
scooby_state_403083|49|1 1578,0,0,1,1,0,1,2,0,0,1,2,2,1,2227,3816,
scooby_state_402dc7|52|-1 34,1,1,2,1,0,1,0,0,0,0,1874,1896,3,1,3814,
scooby_state_403083|41|1 1603,3,1,0,2,0,0,2,0,1,1,1,1,0,2197,3812,
scooby_state_402dcb|30|-3 8,0,1,1,0,2,0,2,1,0,1,57,3738,0,1,3812,
scooby_state_403083|56|1 1584,0,1,3,1,2,0,0,1,1,0,1,1,0,2214,3809,
scooby_state_402dc7|62|0 1,0,1,0,0,0,2,0,0,0,0,1219,2584,0,0,3807,
scooby_state_403083|63|1 1522,2,5,1,2,1,1,1,0,1,0,1,2,0,2266,3805,
scooby_state_403083|44|1 1668,1,1,0,0,3,2,2,1,1,1,0,2,2,2119,3803,
scooby_state_403083|17|1 1592,1,2,2,3,0,0,0,0,0,1,2,3,1,2163,3770,
scooby_state_403083|16|1 1587,1,1,0,3,2,0,0,0,0,2,3,0,2,2167,3768,
scooby_state_403083|10|1 1660,1,2,0,0,0,2,0,3,0,1,2,1,3,2089,3764,
scooby_state_402dcb|60|1 0,1,0,2,0,1,0,2,3,2,0,0,3748,0,0,3759,
scooby_state_402dc7|58|-1 17,2,0,1,1,0,0,0,2,0,0,1758,1975,1,0,3757,
scooby_state_403083|4|1 1643,1,3,2,4,1,4,3,1,2,3,4,1,0,2078,3750,
scooby_state_403083|60|1 1619,2,1,2,2,2,0,1,0,0,0,1,3,0,2112,3745,
scooby_state_402dc7|9|-1 25,0,0,1,1,0,1,0,0,2,1,1794,1907,2,1,3735,
scooby_state_403083|37|1 1588,2,3,1,1,1,1,1,0,0,0,1,0,0,2136,3735,
scooby_state_403083|50|1 1596,2,1,0,0,0,2,1,0,1,3,3,2,2,2121,3734,
scooby_state_403083|43|1 1589,6,3,2,2,2,0,4,2,2,2,1,1,4,2111,3731,
scooby_state_402dc7|20|-1 19,2,0,0,1,1,0,0,0,0,0,1799,1900,0,0,3722,
scooby_state_403083|6|1 1603,1,3,2,0,1,0,1,0,0,2,2,0,0,2105,3720,
scooby_state_402dc7|27|-1 25,0,0,0,1,1,0,2,0,1,0,1847,1835,2,1,3715,
scooby_state_403083|9|1 1583,1,2,1,0,2,2,2,3,1,2,2,2,4,2105,3712,
scooby_state_403083|30|1 1605,3,3,2,3,1,2,0,2,0,2,5,5,1,2077,3711,
scooby_state_403083|1|1 1544,1,1,0,1,2,2,0,0,0,0,1,1,1,2150,3704,
scooby_state_402dc7|43|-1 29,0,1,1,0,0,1,0,1,0,0,1771,1899,0,0,3703,
scooby_state_403083|25|1 1542,2,1,0,2,3,1,1,0,1,1,0,0,1,2147,3702,
scooby_state_402dc7|38|-1 19,0,0,0,0,4,0,0,1,0,0,1783,1888,3,1,3699,
scooby_state_403083|8|1 1606,1,1,0,3,3,1,1,1,1,0,1,1,0,2078,3698,
scooby_state_402dcb|31|-3 0,1,1,0,1,0,2,0,1,0,0,49,3643,0,0,3698,
scooby_state_403083|19|1 1550,1,1,2,2,0,1,1,0,1,0,2,2,0,2131,3694,
scooby_state_403083|39|1 1505,1,0,1,1,0,0,0,2,0,1,2,0,0,2178,3691,
scooby_state_403083|24|1 1546,0,4,3,2,3,3,2,2,3,2,2,3,2,2111,3688,
scooby_state_403083|32|1 1619,0,0,0,0,0,1,1,0,0,2,0,1,1,2060,3685,
scooby_state_402dc7|39|-1 21,0,1,0,1,1,2,0,1,0,0,1798,1856,2,0,3683,
scooby_state_402dc7|41|-1 18,0,1,1,0,0,0,2,1,1,0,1741,1910,0,0,3675,
scooby_state_402dc7|59|-2 0,0,0,0,1,0,0,1,2,2,1,1231,2436,0,1,3675,
scooby_state_402dcb|37|-3 4,0,0,0,0,0,1,2,0,1,1,52,3609,1,0,3671,
scooby_state_402dc3|15|-11 3656,0,0,0,0,1,0,3,0,1,0,0,1,2,0,3664,
scooby_state_403083|21|1 1555,1,5,1,2,0,6,1,1,2,1,6,7,1,2073,3662,
scooby_state_403083|23|1 1509,1,5,1,0,1,3,3,0,1,1,1,0,1,2125,3652,
scooby_state_403083|20|1 1564,0,1,0,2,1,1,0,1,0,1,0,0,0,2080,3651,
scooby_state_402dc7|18|-2 1,0,1,0,1,1,1,0,0,2,1,1101,2529,0,0,3638,
scooby_state_402dcb|41|-3 3,0,1,0,1,0,0,0,2,0,0,65,3563,0,0,3635,
scooby_state_402dcb|47|-3 7,1,0,1,1,0,1,0,1,0,1,51,3568,0,2,3634,
scooby_state_402dcb|25|-3 2,0,0,1,1,0,0,0,0,0,0,27,3598,0,0,3629,
scooby_state_403083|52|1 1588,0,4,0,1,2,3,1,1,1,1,1,0,3,2020,3626,
scooby_state_403083|59|1 1548,1,1,1,1,3,1,2,1,1,0,3,2,4,2057,3626,
scooby_state_403083|53|1 1568,0,0,0,0,0,2,1,0,0,0,1,0,0,2048,3620,
scooby_state_402dc3|33|-11 3607,0,0,1,0,2,1,0,0,3,3,0,1,0,0,3618,
scooby_state_402dc7|10|-1 24,0,0,1,1,3,0,1,2,1,0,1763,1818,2,0,3616,
scooby_state_402dc3|4|-11 3602,2,1,1,1,2,0,0,0,0,0,0,1,0,1,3611,
scooby_state_402dc7|56|-1 15,0,0,0,0,0,0,1,0,1,0,1760,1832,1,1,3611,
scooby_state_403083|40|1 1601,2,0,0,0,0,0,0,0,0,2,1,1,0,1996,3603,
scooby_state_402dc7|46|-1 16,0,0,0,1,0,0,1,1,2,0,1664,1913,1,0,3599,
scooby_state_403083|57|1 1524,1,0,0,1,1,2,0,1,1,2,3,1,2,2057,3596,
scooby_state_402dc7|25|-1 20,2,1,0,1,2,0,0,0,0,0,1788,1777,2,0,3593,
scooby_state_402dc7|34|-2 1,1,0,3,1,1,1,0,0,2,1,1169,2402,0,0,3582,
scooby_state_402dc7|6|-1 27,1,1,0,0,0,0,1,0,0,0,1650,1893,2,0,3575,
scooby_state_402dc3|47|-11 3562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3562,
scooby_state_402dcb|22|-3 0,0,3,1,1,0,1,0,1,0,1,12,3540,0,0,3560,
scooby_state_403083|14|1 1599,0,0,1,0,0,1,0,1,0,0,4,1,1,1949,3557,
scooby_state_403083|12|1 1615,1,1,1,0,0,2,0,3,0,0,1,1,0,1929,3554,
scooby_state_403083|27|1 1530,1,0,0,0,2,2,1,2,0,0,0,1,2,2004,3545,
scooby_state_402dcb|61|8 71,0,0,0,0,0,0,1,0,0,0,0,3467,0,1,3540,
scooby_state_402dc7|22|-1 15,0,1,1,0,0,0,1,0,1,0,1679,1839,1,0,3538,
scooby_state_402dc7|0|-1 18,0,1,0,1,0,1,0,1,1,1,1706,1804,0,0,3534,
scooby_state_402dc7|36|-1 18,0,0,0,1,0,0,1,2,0,1,1797,1712,0,1,3533,
scooby_state_402dc7|26|-1 15,1,0,1,0,0,1,0,0,1,0,1706,1804,1,2,3532,
scooby_state_402dc3|39|-11 3522,1,0,1,0,0,1,0,2,0,1,0,1,0,2,3531,
scooby_state_402dc3|9|-11 3517,0,0,0,1,1,0,0,1,0,0,1,0,1,1,3523,
scooby_state_403083|2|1 1557,0,3,2,0,2,2,1,3,0,1,3,2,2,1945,3523,
scooby_state_402dc3|12|-11 3512,0,0,0,0,0,3,0,0,0,2,0,1,0,0,3518,
scooby_state_403083|46|1 1586,0,1,0,0,2,3,1,1,1,0,1,0,1,1920,3517,
scooby_state_403083|28|1 1621,0,1,0,0,3,1,0,2,2,0,1,1,1,1869,3502,
scooby_state_402dc7|25|-2 0,1,0,1,0,0,0,1,0,0,0,1181,2297,1,0,3482,
scooby_state_402dcb|43|-3 1,1,0,0,0,0,1,0,1,3,1,8,3462,1,1,3480,
scooby_state_402dc7|50|-2 1,0,0,1,1,0,2,0,0,0,0,1136,2337,0,1,3479,
scooby_state_402dcb|33|-3 0,0,0,2,2,0,0,0,1,0,0,11,3459,0,1,3476,
scooby_state_402dc7|2|-2 0,1,1,0,1,2,0,0,0,2,2,1116,2349,1,0,3475,
scooby_state_402dc3|2|-11 3468,0,0,0,2,0,0,0,0,0,1,1,1,0,0,3473,
scooby_state_402dc3|37|-11 3454,0,0,1,0,0,1,0,1,0,0,0,1,0,0,3458,
scooby_state_402dc3|16|-11 3455,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3457,
scooby_state_402dc3|26|-11 3447,1,1,1,0,0,1,1,0,0,0,0,0,0,0,3452,
scooby_state_402dc7|48|-1 24,0,1,0,3,0,1,2,2,1,0,1687,1729,0,0,3450,
scooby_state_403083|34|1 1584,1,2,2,1,1,0,0,1,0,1,0,0,1,1856,3450,
scooby_state_402dc3|19|-11 3431,1,0,2,0,3,1,2,0,0,1,0,1,1,0,3443,
scooby_state_402dc3|6|-11 3428,0,2,1,0,0,1,2,1,1,0,1,0,0,0,3437,
scooby_state_402dc3|46|-11 3429,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3432,
scooby_state_402dc3|27|-11 3411,2,2,0,0,1,0,1,3,0,1,0,0,0,0,3421,
scooby_state_402dc7|8|-1 18,0,1,0,0,0,1,1,0,0,0,1716,1681,1,2,3421,
scooby_state_402dc3|1|-11 3412,0,1,0,0,0,0,0,1,1,0,0,0,0,1,3416,
scooby_state_402dc3|41|-11 3404,0,0,1,0,2,0,0,0,1,1,1,0,1,1,3412,
scooby_state_402dc3|3|-11 3395,1,0,2,1,1,0,0,0,1,0,0,0,0,0,3401,
scooby_state_402dc3|18|-11 3395,0,1,1,0,0,1,0,0,0,0,0,0,0,0,3398,
scooby_state_402dc7|42|-1 21,0,2,0,0,0,2,0,0,0,0,1764,1596,1,0,3386,
scooby_state_402dc3|29|-11 3378,0,2,0,1,0,0,0,1,0,0,0,0,0,0,3382,
scooby_state_402dcb|24|-3 2,1,1,0,0,0,0,1,1,0,0,67,3303,2,1,3379,
scooby_state_402dcb|53|-3 1,0,0,0,1,1,0,0,0,0,0,3,3371,0,0,3377,
scooby_state_402dc7|16|-1 21,0,0,1,0,1,1,0,0,1,1,1741,1608,0,0,3375,
scooby_state_402dc3|30|-11 3354,0,1,1,0,0,0,2,1,0,0,0,0,0,0,3359,
scooby_state_402dcb|51|-3 1,0,0,2,0,0,0,0,0,1,2,85,3262,3,2,3358,
scooby_state_403083|62|1 1513,0,0,0,0,3,2,1,2,1,0,1,0,1,1833,3357,
scooby_state_402dcb|36|-3 0,0,0,0,1,1,0,0,0,0,0,2,3345,0,0,3349,
scooby_state_402dc3|50|-11 3340,0,0,0,1,1,1,0,2,2,0,0,1,0,1,3349,
scooby_state_402dc7|59|-1 20,0,0,0,0,0,0,0,0,0,1,1723,1600,1,1,3346,
scooby_state_402dcb|40|-3 5,1,0,0,0,0,2,0,1,1,0,43,3291,0,0,3344,
scooby_state_402dc3|34|-11 3336,1,0,0,0,0,0,0,1,0,0,1,1,1,1,3342,
scooby_state_402dc3|32|-11 3329,0,1,0,0,2,0,0,0,0,1,1,0,2,0,3336,
scooby_state_402dcb|56|-3 0,0,0,1,0,0,2,0,0,0,1,2,3327,0,1,3334,
scooby_state_402dcb|26|-3 3,1,0,0,0,0,0,0,0,0,2,4,3323,0,0,3333,
scooby_state_402dc3|28|-11 3316,0,1,0,0,1,0,0,0,0,0,1,1,0,1,3321,
scooby_state_402dc3|31|-11 3314,0,0,0,2,0,0,2,0,0,0,0,1,1,1,3321,
scooby_state_402dc7|32|-1 29,0,0,0,0,1,0,1,0,0,2,1679,1604,1,1,3318,
scooby_state_402dc3|17|-11 3309,0,0,1,1,0,0,0,0,1,0,0,0,0,0,3312,
scooby_state_402dc3|42|-11 3311,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3312,
scooby_state_402dcb|38|-3 0,0,1,0,1,1,0,0,0,0,0,54,3252,1,0,3310,
scooby_state_402dc3|38|-11 3303,0,1,1,0,1,1,0,0,0,1,0,0,0,0,3308,
scooby_state_402dc3|25|-11 3300,0,1,0,0,0,2,0,0,0,0,0,1,2,0,3306,
scooby_state_402dc3|43|-11 3292,1,1,1,0,1,0,0,2,0,0,0,0,1,1,3300,
scooby_state_402dcb|54|-3 1,0,0,0,0,0,1,0,0,0,0,46,3250,1,0,3299,
scooby_state_402dc3|21|-11 3286,1,1,0,2,1,0,1,0,0,0,1,0,0,0,3293,
scooby_state_402dcb|57|-3 2,1,0,0,1,1,0,0,2,0,1,37,3240,0,1,3286,
scooby_state_402dc7|18|-1 27,1,0,0,1,0,0,0,0,0,0,1764,1485,1,1,3280,
scooby_state_402dcb|52|-3 3,1,0,0,2,0,0,1,0,0,0,30,3239,2,0,3278,
scooby_state_402dc7|61|-2 0,0,0,0,0,1,0,1,0,0,1,1126,2148,0,0,3277,
scooby_state_402dc3|44|-11 3266,0,0,1,1,0,3,0,1,1,0,0,0,0,0,3273,
scooby_state_402dc3|5|-11 3261,0,2,0,0,0,0,0,1,2,1,0,0,0,0,3267,
scooby_state_402dc3|8|-11 3252,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3254,
scooby_state_402dc3|48|-11 3249,0,0,0,0,1,0,1,0,1,0,0,0,1,0,3253,
scooby_state_402dc3|10|-11 3241,0,0,0,0,1,1,1,0,2,1,0,0,0,0,3247,
scooby_state_402dc7|54|-2 0,1,0,1,0,0,0,0,0,0,0,1039,2192,0,1,3234,
scooby_state_402dcb|13|8 27,0,0,1,1,0,0,1,1,0,0,0,3193,0,1,3225,
scooby_state_402dcb|13|11 14,0,0,1,0,0,0,0,0,1,1,0,3203,1,0,3221,
scooby_state_402dc7|40|-1 17,1,0,0,2,0,0,0,0,0,0,1645,1552,0,0,3217,
scooby_state_402dc7|60|-2 1,2,1,0,0,1,0,1,0,1,0,1067,2136,1,0,3211,
scooby_state_402dc7|21|-2 0,1,0,0,0,2,0,1,1,1,1,1064,2139,0,0,3210,
scooby_state_402dc7|57|-2 0,1,1,0,0,0,0,1,0,0,0,1114,2087,3,0,3207,
scooby_state_402dc7|53|-1 16,0,0,0,2,0,1,0,0,0,0,1677,1505,1,0,3202,
scooby_state_402dc3|11|-11 3194,1,0,0,0,3,0,0,2,0,1,0,0,0,0,3201,
scooby_state_402dcb|28|-3 5,0,0,1,0,0,2,0,0,1,0,40,3146,2,0,3197,
scooby_state_402dcb|26|8 7,0,0,0,2,0,0,0,0,1,0,0,3187,0,0,3197,
scooby_state_402dc7|11|-1 16,0,0,0,0,0,1,0,0,0,0,1712,1457,0,0,3186,
scooby_state_402dc7|21|-1 21,0,0,0,0,1,0,1,0,0,0,1621,1539,0,0,3183,
scooby_state_402dc7|24|-1 24,1,2,0,2,0,1,0,0,0,0,1704,1440,3,0,3177,
scooby_state_402dcb|21|-3 2,0,1,3,1,0,1,0,0,0,0,54,3111,0,1,3174,
scooby_state_402dc7|39|-2 0,0,1,0,0,1,0,0,1,0,0,1133,2034,1,0,3171,
scooby_state_402dc3|23|-11 3168,0,0,0,1,0,0,0,0,2,0,0,0,0,0,3171,
scooby_state_402dc3|35|-11 3161,0,0,1,0,1,0,1,2,1,0,0,0,0,1,3168,
scooby_state_402dcb|42|8 27,0,2,2,1,1,0,0,0,0,0,2,3131,0,1,3167,
scooby_state_402dc3|40|-11 3138,0,0,1,2,0,1,0,1,0,0,1,1,0,1,3146,
scooby_state_402dcb|12|-3 0,0,1,0,0,0,2,1,0,0,0,3,3132,0,2,3141,
scooby_state_402dc7|11|-2 1,0,0,1,2,0,1,0,0,0,0,1023,2101,1,0,3130,
scooby_state_402dc7|5|-2 2,1,0,0,0,0,0,2,1,0,2,1094,2021,0,0,3123,
scooby_state_402dc7|50|-1 19,0,0,0,1,1,2,0,0,1,0,1715,1384,0,0,3123,
scooby_state_402dcb|4|-7 0,0,0,1,0,0,1,0,0,0,0,0,3118,1,1,3122,
scooby_state_402dcb|12|11 5,0,0,0,0,1,0,1,1,0,1,2,3109,0,0,3120,
scooby_state_402dcb|35|-3 6,1,0,1,0,0,0,1,0,0,0,44,3064,0,0,3117,
