*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Feb  6 2025 20:33:19
*************************************************
parsing config file: /home/wzz/Pythia/config/mlop.ini

trace_0 /home/wzz/Pythia/traces/654.roms_s-293B.champsimtrace.xz
Core_0_L1D_rq_forward 0
Core_0_L1D_rq_merged 11578843
Core_0_L1D_rq_to_cache 21513057
Core_0_L1D_rq_full 0

Core_0_L1D_wq_access 8625568
Core_0_L1D_wq_forward 0
Core_0_L1D_wq_merged 0
Core_0_L1D_wq_to_cache 8625568
Core_0_L1D_wq_full 22672

Core_0_L1D_pq_access 0
Core_0_L1D_pq_forward 0
Core_0_L1D_pq_merged 0
Core_0_L1D_pq_to_cache 0
Core_0_L1D_pq_full 0

Core_0_L1D_acc_epochs 97714
Core_0_L1D_acc_level_0 97714
Core_0_L1D_acc_level_1 0
Core_0_L1D_acc_level_2 0
Core_0_L1D_acc_level_3 0
Core_0_L1D_acc_level_4 0
Core_0_L1D_acc_level_5 0
Core_0_L1D_acc_level_6 0
Core_0_L1D_acc_level_7 0
Core_0_L1D_acc_level_8 0
Core_0_L1D_acc_level_9 0

Core_0_L1I_total_access 24871005
Core_0_L1I_total_hit 24870832
Core_0_L1I_total_miss 173
Core_0_L1I_loads 24871005
Core_0_L1I_load_hit 24870832
Core_0_L1I_load_miss 173
Core_0_L1I_RFOs 0
Core_0_L1I_RFO_hit 0
Core_0_L1I_RFO_miss 0
Core_0_L1I_prefetches 0
Core_0_L1I_prefetch_hit 0
Core_0_L1I_prefetch_miss 0
Core_0_L1I_writebacks 0
Core_0_L1I_writeback_hit 0
Core_0_L1I_writeback_miss 0
Core_0_L1I_prefetch_requested 0
Core_0_L1I_prefetch_dropped 0
Core_0_L1I_prefetch_issued 0
Core_0_L1I_prefetch_filled 0
Core_0_L1I_prefetch_useful 0
Core_0_L1I_prefetch_useless 0
Core_0_L1I_prefetch_late 0
Core_0_L1I_average_miss_latency 157.68786

Core_0_L1I_rq_access 100000000
Core_0_L1I_rq_forward 0
Core_0_L1I_rq_merged 75128917
Core_0_L1I_rq_to_cache 24871083
Core_0_L1I_rq_full 0

Core_0_L1I_wq_access 0
Core_0_L1I_wq_forward 0
Core_0_L1I_wq_merged 0
Core_0_L1I_wq_to_cache 0
Core_0_L1I_wq_full 0

Core_0_L1I_pq_access 0
Core_0_L1I_pq_forward 0
Core_0_L1I_pq_merged 0
Core_0_L1I_pq_to_cache 0
Core_0_L1I_pq_full 0

Core_0_L1I_acc_epochs 97714
Core_0_L1I_acc_level_0 97714
Core_0_L1I_acc_level_1 0
Core_0_L1I_acc_level_2 0
Core_0_L1I_acc_level_3 0
Core_0_L1I_acc_level_4 0
Core_0_L1I_acc_level_5 0
Core_0_L1I_acc_level_6 0
Core_0_L1I_acc_level_7 0
Core_0_L1I_acc_level_8 0
Core_0_L1I_acc_level_9 0

Core_0_L2C_total_access 2266565
Core_0_L2C_total_hit 1182476
Core_0_L2C_total_miss 1084089
Core_0_L2C_loads 830064
Core_0_L2C_load_hit 690984
Core_0_L2C_load_miss 139080
Core_0_L2C_RFOs 442557
Core_0_L2C_RFO_hit 315
Core_0_L2C_RFO_miss 442242
Core_0_L2C_prefetches 505058
Core_0_L2C_prefetch_hit 3742
Core_0_L2C_prefetch_miss 501316
Core_0_L2C_writebacks 488886
Core_0_L2C_writeback_hit 487435
Core_0_L2C_writeback_miss 1451
Core_0_L2C_prefetch_requested 1147285
Core_0_L2C_prefetch_dropped 0
Core_0_L2C_prefetch_issued 1147285
Core_0_L2C_prefetch_filled 665893
Core_0_L2C_prefetch_useful 603390
Core_0_L2C_prefetch_useless 62031
Core_0_L2C_prefetch_late 722
Core_0_L2C_average_miss_latency 120.56944

Core_0_L2C_rq_access 1272666
Core_0_L2C_rq_forward 0
Core_0_L2C_rq_merged 0
Core_0_L2C_rq_to_cache 1272621
Core_0_L2C_rq_full 0

Core_0_L2C_wq_access 488886
Core_0_L2C_wq_forward 47
Core_0_L2C_wq_merged 0
Core_0_L2C_wq_to_cache 488886
Core_0_L2C_wq_full 0

Core_0_L2C_pq_access 1147285
Core_0_L2C_pq_forward 0
Core_0_L2C_pq_merged 619
Core_0_L2C_pq_to_cache 1146664
Core_0_L2C_pq_full 0

Core_0_L2C_acc_epochs 97714
Core_0_L2C_acc_level_0 310
Core_0_L2C_acc_level_1 688
Core_0_L2C_acc_level_2 1414
Core_0_L2C_acc_level_3 3063
Core_0_L2C_acc_level_4 7605
Core_0_L2C_acc_level_5 3256
Core_0_L2C_acc_level_6 9062
Core_0_L2C_acc_level_7 8533
Core_0_L2C_acc_level_8 11269
Core_0_L2C_acc_level_9 52514

Core_0_LLC_total_access 1891805
Core_0_LLC_total_hit 999226
Core_0_LLC_total_miss 892579
Core_0_LLC_loads 138361
Core_0_LLC_load_hit 112498
Core_0_LLC_load_miss 25863
Core_0_LLC_RFOs 442241
Core_0_LLC_RFO_hit 160783
Core_0_LLC_RFO_miss 281458
Core_0_LLC_prefetches 865655
Core_0_LLC_prefetch_hit 496419
Core_0_LLC_prefetch_miss 369236
Core_0_LLC_writebacks 445548
Core_0_LLC_writeback_hit 229526
Core_0_LLC_writeback_miss 216022
Core_0_LLC_prefetch_requested 0
Core_0_LLC_prefetch_dropped 0
Core_0_LLC_prefetch_issued 0
Core_0_LLC_prefetch_filled 477386
Core_0_LLC_prefetch_useful 41445
Core_0_LLC_prefetch_useless 404208
Core_0_LLC_prefetch_late 0
Core_0_LLC_average_miss_latency 174.54076

Core_0_LLC_rq_access 580602
Core_0_LLC_rq_forward 0
Core_0_LLC_rq_merged 0
Core_0_LLC_rq_to_cache 580602
Core_0_LLC_rq_full 0

Core_0_LLC_wq_access 445548
Core_0_LLC_wq_forward 0
Core_0_LLC_wq_merged 0
Core_0_LLC_wq_to_cache 445548
Core_0_LLC_wq_full 0

Core_0_LLC_pq_access 1140575
Core_0_LLC_pq_forward 0
Core_0_LLC_pq_merged 465
Core_0_LLC_pq_to_cache 1140110
Core_0_LLC_pq_full 0

Core_0_LLC_acc_epochs 98921
Core_0_LLC_acc_level_0 75007
Core_0_LLC_acc_level_1 6048
Core_0_LLC_acc_level_2 4709
Core_0_LLC_acc_level_3 2597
Core_0_LLC_acc_level_4 1776
Core_0_LLC_acc_level_5 2071
Core_0_LLC_acc_level_6 1259
Core_0_LLC_acc_level_7 1204
Core_0_LLC_acc_level_8 996
Core_0_LLC_acc_level_9 3254

Core_0_major_page_fault 0
Core_0_minor_page_fault 16705

[MLOP] History of tracked zone:
IIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIII
A2222222224444444IIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIII
AA2222222224444444IIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIII
AAA2222222224444444IIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIII
AAAA2222222224444444IIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIII
AAAAA2222222224444444IIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIII
AAAAAA2222222224444444IIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIII
AAAAAAA2222222224444444IIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIII
AAAAAAAA2222222224444444IIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIII
AAAAAAAAA2222222224444444IIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIII
AAAAAAAAAA2222222224444444IIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIII
AAAAAAAAAAA2222222224444444IIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIII
AAAAAAAAAAAA2222222224444444IIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIII
AAAAAAAAAAAAA2222222224444444IIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIII
AAAAAAAAAAAAAA2222222224444444IIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIII
AAAAAAAAAAAAAAA2222222224444444IIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIII
AAAAAAAAAAAAAAAA2222222224444444IIIIIIIIIIIIIIIIIIIIIIIIIIIIIIII
AAAAAAAAAAAAAAAAA2222222224444444IIIIIIIIIIIIIIIIIIIIIIIIIIIIIII
AAAAAAAAAAAAAAAAAA2222222224444444IIIIIIIIIIIIIIIIIIIIIIIIIIIIII
AAAAAAAAAAAAAAAAAAA2222222224444444IIIIIIIIIIIIIIIIIIIIIIIIIIIII
AAAAAAAAAAAAAAAAAAAA2222222224444444IIIIIIIIIIIIIIIIIIIIIIIIIIII
AAAAAAAAAAAAAAAAAAAAA2222222224444444IIIIIIIIIIIIIIIIIIIIIIIIIII
AAAAAAAAAAAAAAAAAAAAAA2222222224444444IIIIIIIIIIIIIIIIIIIIIIIIII
AAAAAAAAAAAAAAAAAAAAAAA2222222224444444IIIIIIIIIIIIIIIIIIIIIIIII
AAAAAAAAAAAAAAAAAAAAAAAA2222222224444444IIIIIIIIIIIIIIIIIIIIIIII
AAAAAAAAAAAAAAAAAAAAAAAAA2222222224444444IIIIIIIIIIIIIIIIIIIIIII
AAAAAAAAAAAAAAAAAAAAAAAAAA2222222224444444IIIIIIIIIIIIIIIIIIIIII
AAAAAAAAAAAAAAAAAAAAAAAAAAA2222222224444444IIIIIIIIIIIIIIIIIIIII
AAAAAAAAAAAAAAAAAAAAAAAAAAAA2222222224444444IIIIIIIIIIIIIIIIIIII
AAAAAAAAAAAAAAAAAAAAAAAAAAAAA2222222224444444IIIIIIIIIIIIIIIIIII
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA2222222224444444IIIIIIIIIIIIIIIIII
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA2222222224444444IIIIIIIIIIIIIIIII
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA2222222224444444IIIIIIIIIIIIIIII
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA2222222224444444IIIIIIIIIIIIIII
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA2222222224444444IIIIIIIIIIIIII
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA2222222244444444IIIIIIIIIIIII
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA2222222244444444IIIIIIIIIIII
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA2222222244444444IIIIIIIIIII
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA2222222244444444IIIIIIIIII
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA2222222244444444IIIIIIIII
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA2222222244444444IIIIIIII
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA2222222244444444IIIIIII
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA2222222244444444IIIIII
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA2222222244444444IIIII
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA2222222244444444IIII
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA2222222244444444III
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA2222222244444444II
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA2222222244444444I
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA2222222244444444
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA222222224444444
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA22222222444444
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA2222222244444
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA222222224444
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA22222222444
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA2222222244
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA2222222224
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA2222222222
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA22222222I2
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA22222222II
AAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA22222222II
AAAAAAAAAAIIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA22222222II
AAAAAAAAAAIIIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA22222222II
AAAAAAAAAAIIIIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA22222222II
AAAAAAAAAAIIIIIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA22222222II
AAAAAAAAAAIIIIIIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA22222222II
AAAAAAAAAAIIIIIIIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA22222222II
AAAAAAAAAAIIIIIIIIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA22222222II
AAAAAAAAAAIIIIIIIIIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA22222222II
AAAAAAAAAAIIIIIIIIIIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA22222222II
AAAAAAAAAAIIIIIIIIIIIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA22222222II
AAAAAAAAAAIIIIIIIIIIIIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA22222222II
AAAAAAAAAAIIIIIIIIIIIIIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA22222222II
AAAAAAAAAAIIIIIIIIIIIIIIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA22222222II
AAAAAAAAAAIIIIIIIIIIIIIIIAAAAAAAAAAAAAAAAAAAAAAAAAAAAA22222222II
AAAAAAAAAAIIIIIIIIIIIIIIIIAAAAAAAAAAAAAAAAAAAAAAAAAAAA22222222II
AAAAAAAAAAIIIIIIIIIIIIIIIIIAAAAAAAAAAAAAAAAAAAAAAAAAAA22222222II
AAAAIAAAAAIIIIIIIIIIIIIIIIIAAAAAAAAAAAAAAAAAAAAAAAAAAA22222222II
AAAAIIAAAAIIIIIIIIIIIIIIIIIAAAAAAAAAAAAAAAAAAAAAAAAAAA22222222II
AAAAIIIAAAIIIIIIIIIIIIIIIIIAAAAAAAAAAAAAAAAAAAAAAAAAAA22222222II
AAAAIIIIAAIIIIIIIIIIIIIIIIIAAAAAAAAAAAAAAAAAAAAAAAAAAA22222222II
AAAAIIIIAAIIIIIIIIIIIIIIIIIAAAAAAAAAAAAAAAAAAAIAAAAAAA22222222II
AAAAIIIIAAIIIIIIIIIIIIIIIIIAAAAAAAAAAAAAAAAAAAIIAAAAAA22222222II
AAAAIIIIAAIIIIIIIIIIIIIIIIIAAAAAAAAAAAAAAAAAAAIIIAAAAA22222222II
AAAAIIIIAAIIIIIIIIIIIIIIIIIAAAAAAAAAAAAAAAAAAAIIIIAAAA22222222II
AAAAIIIIAAIIIIIIIIIIIIIIIIIAAAAAAAAAAAAAAAAAAAIIIIIAAA22222222II
AAAAIIIIAAIIIIIIIIIIIIIIIIIAAAAAAAAAAAAAAAAAAAIIIIIIAA22222222II
AAAAIIIIAAIIIIIIIIIIIIIIIIIAAAAAAAAAAAAAAAAAAAIIIIIIIA22222222II
AAAAIIIIAAIIIIIIIIIIIIIIIIIAAAAAAAAAAAAAAAAAAAIIIIIIII22222222II
[MLOP] Prefetch Degree Mean: 15.99753
[MLOP] Prefetch Degree SD: 0.04961
[MLOP] Max Score Left Mean (%): 63.97286
[MLOP] Max Score Left SD (%): 8.13778
[MLOP] Max Score Right Mean (%): 99.82138
[MLOP] Max Score Right SD (%): 0.45212

Channel_0_RQ_row_buffer_hit 277317
Channel_0_RQ_row_buffer_miss 399140
Channel_0_WQ_row_buffer_hit 121143
Channel_0_WQ_row_buffer_miss 189138
Channel_0_WQ_full 1095
Channel_0_dbus_congested 422876

avg_congested_cycle 11

DRAM_bw_pochs 395684
DRAM_bw_level_0 335102
DRAM_bw_level_1 36149
DRAM_bw_level_2 12570
DRAM_bw_level_3 11863
