*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Feb  6 2025 20:33:19
*************************************************
parsing config file: /home/wzz/Pythia/config/bingo.ini

trace_0 /home/wzz/Pythia/traces/621.wrf_s-6673B.champsimtrace.xz
Core_0_L1D_wq_access 5908969
Core_0_L1D_wq_forward 5926
Core_0_L1D_wq_merged 16041
Core_0_L1D_wq_to_cache 5892928
Core_0_L1D_wq_full 3901862

Core_0_L1D_pq_access 0
Core_0_L1D_pq_forward 0
Core_0_L1D_pq_merged 0
Core_0_L1D_pq_to_cache 0
Core_0_L1D_pq_full 0

Core_0_L1D_acc_epochs 117707
Core_0_L1D_acc_level_0 117707
Core_0_L1D_acc_level_1 0
Core_0_L1D_acc_level_2 0
Core_0_L1D_acc_level_3 0
Core_0_L1D_acc_level_4 0
Core_0_L1D_acc_level_5 0
Core_0_L1D_acc_level_6 0
Core_0_L1D_acc_level_7 0
Core_0_L1D_acc_level_8 0
Core_0_L1D_acc_level_9 0

Core_0_L1I_total_access 23254968
Core_0_L1I_total_hit 23250685
Core_0_L1I_total_miss 4283
Core_0_L1I_loads 23254968
Core_0_L1I_load_hit 23250685
Core_0_L1I_load_miss 4283
Core_0_L1I_RFOs 0
Core_0_L1I_RFO_hit 0
Core_0_L1I_RFO_miss 0
Core_0_L1I_prefetches 0
Core_0_L1I_prefetch_hit 0
Core_0_L1I_prefetch_miss 0
Core_0_L1I_writebacks 0
Core_0_L1I_writeback_hit 0
Core_0_L1I_writeback_miss 0
Core_0_L1I_prefetch_requested 0
Core_0_L1I_prefetch_dropped 0
Core_0_L1I_prefetch_issued 0
Core_0_L1I_prefetch_filled 0
Core_0_L1I_prefetch_useful 0
Core_0_L1I_prefetch_useless 0
Core_0_L1I_prefetch_late 0
Core_0_L1I_average_miss_latency 257.90801

Core_0_L1I_rq_access 100000005
Core_0_L1I_rq_forward 0
Core_0_L1I_rq_merged 76740520
Core_0_L1I_rq_to_cache 23259485
Core_0_L1I_rq_full 0

Core_0_L1I_wq_access 0
Core_0_L1I_wq_forward 0
Core_0_L1I_wq_merged 0
Core_0_L1I_wq_to_cache 0
Core_0_L1I_wq_full 0

Core_0_L1I_pq_access 0
Core_0_L1I_pq_forward 0
Core_0_L1I_pq_merged 0
Core_0_L1I_pq_to_cache 0
Core_0_L1I_pq_full 0

Core_0_L1I_acc_epochs 117707
Core_0_L1I_acc_level_0 117707
Core_0_L1I_acc_level_1 0
Core_0_L1I_acc_level_2 0
Core_0_L1I_acc_level_3 0
Core_0_L1I_acc_level_4 0
Core_0_L1I_acc_level_5 0
Core_0_L1I_acc_level_6 0
Core_0_L1I_acc_level_7 0
Core_0_L1I_acc_level_8 0
Core_0_L1I_acc_level_9 0

Core_0_L2C_total_access 4996512
Core_0_L2C_total_hit 3072173
Core_0_L2C_total_miss 1924339
Core_0_L2C_loads 2256481
Core_0_L2C_load_hit 1895149
Core_0_L2C_load_miss 361332
Core_0_L2C_RFOs 423867
Core_0_L2C_RFO_hit 152527
Core_0_L2C_RFO_miss 271340
Core_0_L2C_prefetches 1352385
Core_0_L2C_prefetch_hit 62634
Core_0_L2C_prefetch_miss 1289751
Core_0_L2C_writebacks 963779
Core_0_L2C_writeback_hit 961863
Core_0_L2C_writeback_miss 1916
Core_0_L2C_prefetch_requested 2019653
Core_0_L2C_prefetch_dropped 0
Core_0_L2C_prefetch_issued 2019653
Core_0_L2C_prefetch_filled 1773977
Core_0_L2C_prefetch_useful 1703613
Core_0_L2C_prefetch_useless 70205
Core_0_L2C_prefetch_late 25408
Core_0_L2C_average_miss_latency 339.36482

Core_0_L2C_rq_access 2680489
Core_0_L2C_rq_forward 0
Core_0_L2C_rq_merged 0
Core_0_L2C_rq_to_cache 2680348
Core_0_L2C_rq_full 0

Core_0_L2C_wq_access 963779
Core_0_L2C_wq_forward 146
Core_0_L2C_wq_merged 0
Core_0_L2C_wq_to_cache 963779
Core_0_L2C_wq_full 0

Core_0_L2C_pq_access 2019653
Core_0_L2C_pq_forward 0
Core_0_L2C_pq_merged 0
Core_0_L2C_pq_to_cache 2019648
Core_0_L2C_pq_full 0

Core_0_L2C_acc_epochs 117707
Core_0_L2C_acc_level_0 44676
Core_0_L2C_acc_level_1 7852
Core_0_L2C_acc_level_2 6541
Core_0_L2C_acc_level_3 6757
Core_0_L2C_acc_level_4 5873
Core_0_L2C_acc_level_5 5331
Core_0_L2C_acc_level_6 4480
Core_0_L2C_acc_level_7 4248
Core_0_L2C_acc_level_8 3978
Core_0_L2C_acc_level_9 27971

Core_0_LLC_total_access 2749433
Core_0_LLC_total_hit 888587
Core_0_LLC_total_miss 1860846
Core_0_LLC_loads 336030
Core_0_LLC_load_hit 100815
Core_0_LLC_load_miss 235215
Core_0_LLC_RFOs 271299
Core_0_LLC_RFO_hit 60176
Core_0_LLC_RFO_miss 211123
Core_0_LLC_prefetches 1434891
Core_0_LLC_prefetch_hit 309432
Core_0_LLC_prefetch_miss 1125459
Core_0_LLC_writebacks 707213
Core_0_LLC_writeback_hit 418164
Core_0_LLC_writeback_miss 289049
Core_0_LLC_prefetch_requested 0
Core_0_LLC_prefetch_dropped 0
Core_0_LLC_prefetch_issued 0
Core_0_LLC_prefetch_filled 1572552
Core_0_LLC_prefetch_useful 47157
Core_0_LLC_prefetch_useless 1515100
Core_0_LLC_prefetch_late 4580
Core_0_LLC_average_miss_latency 350.50009

Core_0_LLC_rq_access 607332
Core_0_LLC_rq_forward 0
Core_0_LLC_rq_merged 0
Core_0_LLC_rq_to_cache 607329
Core_0_LLC_rq_full 0

Core_0_LLC_wq_access 707213
Core_0_LLC_wq_forward 15
Core_0_LLC_wq_merged 0
Core_0_LLC_wq_to_cache 707213
Core_0_LLC_wq_full 0

Core_0_LLC_pq_access 1927354
Core_0_LLC_pq_forward 0
Core_0_LLC_pq_merged 0
Core_0_LLC_pq_to_cache 1927342
Core_0_LLC_pq_full 0

Core_0_LLC_acc_epochs 119661
Core_0_LLC_acc_level_0 113797
Core_0_LLC_acc_level_1 1971
Core_0_LLC_acc_level_2 1293
Core_0_LLC_acc_level_3 738
Core_0_LLC_acc_level_4 404
Core_0_LLC_acc_level_5 295
Core_0_LLC_acc_level_6 171
Core_0_LLC_acc_level_7 154
Core_0_LLC_acc_level_8 130
Core_0_LLC_acc_level_9 708

Core_0_major_page_fault 0
Core_0_minor_page_fault 8986

[Bingo] PHT Access: 141584
[Bingo] PHT Hit PC+Addr: 3031
[Bingo] PHT Hit PC+Offs: 86745
[Bingo] PHT Miss: 51808
[Bingo] Prefetch PC+Addr: 0
[Bingo] Prefetch PC+Offs: 0
[Bingo] Useful PC+Addr: 0
[Bingo] Useful PC+Offs: 0
[Bingo] Useless PC+Addr: 0
[Bingo] Useless PC+Offs: 0
[Bingo] L1 Prefetch per Region: 0.00000
[Bingo] L2 Prefetch per Region: 22.16384
[Bingo] L3 Prefetch per Region: 2.15442
[Bingo] No Prefetch per Region: 7.68174
[Bingo] Number of Voters Mean: 12.06095
[Bingo] Number of Voters SD: 5.83877

Channel_0_RQ_row_buffer_hit 915858
Channel_0_RQ_row_buffer_miss 655761
Channel_0_WQ_row_buffer_hit 122564
Channel_0_WQ_row_buffer_miss 412405
Channel_0_WQ_full 3209
Channel_0_dbus_congested 1632847

avg_congested_cycle 11

DRAM_bw_pochs 478641
DRAM_bw_level_0 302075
DRAM_bw_level_1 68182
DRAM_bw_level_2 29553
DRAM_bw_level_3 78831
