*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Feb  6 2025 20:33:19
*************************************************
parsing config file: /home/wzz/Pythia/config/dspatch.ini

trace_0 /home/wzz/Pythia/traces/621.wrf_s-6673B.champsimtrace.xz
Core_0_L1D_rq_merged 10650944
Core_0_L1D_rq_to_cache 21980774
Core_0_L1D_rq_full 0

Core_0_L1D_wq_access 5908969
Core_0_L1D_wq_forward 5910
Core_0_L1D_wq_merged 15933
Core_0_L1D_wq_to_cache 5893036
Core_0_L1D_wq_full 3476397

Core_0_L1D_pq_access 0
Core_0_L1D_pq_forward 0
Core_0_L1D_pq_merged 0
Core_0_L1D_pq_to_cache 0
Core_0_L1D_pq_full 0

Core_0_L1D_acc_epochs 125189
Core_0_L1D_acc_level_0 125189
Core_0_L1D_acc_level_1 0
Core_0_L1D_acc_level_2 0
Core_0_L1D_acc_level_3 0
Core_0_L1D_acc_level_4 0
Core_0_L1D_acc_level_5 0
Core_0_L1D_acc_level_6 0
Core_0_L1D_acc_level_7 0
Core_0_L1D_acc_level_8 0
Core_0_L1D_acc_level_9 0

Core_0_L1I_total_access 23330366
Core_0_L1I_total_hit 23326082
Core_0_L1I_total_miss 4284
Core_0_L1I_loads 23330366
Core_0_L1I_load_hit 23326082
Core_0_L1I_load_miss 4284
Core_0_L1I_RFOs 0
Core_0_L1I_RFO_hit 0
Core_0_L1I_RFO_miss 0
Core_0_L1I_prefetches 0
Core_0_L1I_prefetch_hit 0
Core_0_L1I_prefetch_miss 0
Core_0_L1I_writebacks 0
Core_0_L1I_writeback_hit 0
Core_0_L1I_writeback_miss 0
Core_0_L1I_prefetch_requested 0
Core_0_L1I_prefetch_dropped 0
Core_0_L1I_prefetch_issued 0
Core_0_L1I_prefetch_filled 0
Core_0_L1I_prefetch_useful 0
Core_0_L1I_prefetch_useless 0
Core_0_L1I_prefetch_late 0
Core_0_L1I_average_miss_latency 294.26587

Core_0_L1I_rq_access 100000005
Core_0_L1I_rq_forward 0
Core_0_L1I_rq_merged 76665339
Core_0_L1I_rq_to_cache 23334666
Core_0_L1I_rq_full 0

Core_0_L1I_wq_access 0
Core_0_L1I_wq_forward 0
Core_0_L1I_wq_merged 0
Core_0_L1I_wq_to_cache 0
Core_0_L1I_wq_full 0

Core_0_L1I_pq_access 0
Core_0_L1I_pq_forward 0
Core_0_L1I_pq_merged 0
Core_0_L1I_pq_to_cache 0
Core_0_L1I_pq_full 0

Core_0_L1I_acc_epochs 125189
Core_0_L1I_acc_level_0 125189
Core_0_L1I_acc_level_1 0
Core_0_L1I_acc_level_2 0
Core_0_L1I_acc_level_3 0
Core_0_L1I_acc_level_4 0
Core_0_L1I_acc_level_5 0
Core_0_L1I_acc_level_6 0
Core_0_L1I_acc_level_7 0
Core_0_L1I_acc_level_8 0
Core_0_L1I_acc_level_9 0

Core_0_L2C_total_access 5443146
Core_0_L2C_total_hit 3349358
Core_0_L2C_total_miss 2093788
Core_0_L2C_loads 2256415
Core_0_L2C_load_hit 1837422
Core_0_L2C_load_miss 418993
Core_0_L2C_RFOs 423862
Core_0_L2C_RFO_hit 153193
Core_0_L2C_RFO_miss 270669
Core_0_L2C_prefetches 1799101
Core_0_L2C_prefetch_hit 396390
Core_0_L2C_prefetch_miss 1402711
Core_0_L2C_writebacks 963768
Core_0_L2C_writeback_hit 962353
Core_0_L2C_writeback_miss 1415
Core_0_L2C_prefetch_requested 2486596
Core_0_L2C_prefetch_dropped 39241
Core_0_L2C_prefetch_issued 2447355
Core_0_L2C_prefetch_filled 1940186
Core_0_L2C_prefetch_useful 1707889
Core_0_L2C_prefetch_useless 231968
Core_0_L2C_prefetch_late 32215
Core_0_L2C_average_miss_latency 303.21639

Core_0_L2C_rq_access 2680414
Core_0_L2C_rq_forward 0
Core_0_L2C_rq_merged 0
Core_0_L2C_rq_to_cache 2680277
Core_0_L2C_rq_full 0

Core_0_L2C_wq_access 963768
Core_0_L2C_wq_forward 181
Core_0_L2C_wq_merged 0
Core_0_L2C_wq_to_cache 963768
Core_0_L2C_wq_full 0

Core_0_L2C_pq_access 2447355
Core_0_L2C_pq_forward 0
Core_0_L2C_pq_merged 0
Core_0_L2C_pq_to_cache 2447311
Core_0_L2C_pq_full 0

Core_0_L2C_acc_epochs 125189
Core_0_L2C_acc_level_0 34612
Core_0_L2C_acc_level_1 14202
Core_0_L2C_acc_level_2 10979
Core_0_L2C_acc_level_3 9674
Core_0_L2C_acc_level_4 7148
Core_0_L2C_acc_level_5 5836
Core_0_L2C_acc_level_6 5080
Core_0_L2C_acc_level_7 4538
Core_0_L2C_acc_level_8 4255
Core_0_L2C_acc_level_9 28865

Core_0_LLC_total_access 2811614
Core_0_LLC_total_hit 963382
Core_0_LLC_total_miss 1848232
Core_0_LLC_loads 387578
Core_0_LLC_load_hit 93618
Core_0_LLC_load_miss 293960
Core_0_LLC_RFOs 270070
Core_0_LLC_RFO_hit 56745
Core_0_LLC_RFO_miss 213325
Core_0_LLC_prefetches 1434714
Core_0_LLC_prefetch_hit 301735
Core_0_LLC_prefetch_miss 1132979
Core_0_LLC_writebacks 719252
Core_0_LLC_writeback_hit 511284
Core_0_LLC_writeback_miss 207968
Core_0_LLC_prefetch_requested 0
Core_0_LLC_prefetch_dropped 0
Core_0_LLC_prefetch_issued 0
Core_0_LLC_prefetch_filled 1631224
Core_0_LLC_prefetch_useful 38200
Core_0_LLC_prefetch_useless 1573111
Core_0_LLC_prefetch_late 0
Core_0_LLC_average_miss_latency 311.86178

Core_0_LLC_rq_access 657655
Core_0_LLC_rq_forward 0
Core_0_LLC_rq_merged 0
Core_0_LLC_rq_to_cache 657648
Core_0_LLC_rq_full 0

Core_0_LLC_wq_access 719252
Core_0_LLC_wq_forward 11
Core_0_LLC_wq_merged 0
Core_0_LLC_wq_to_cache 719252
Core_0_LLC_wq_full 0

Core_0_LLC_pq_access 1972401
Core_0_LLC_pq_forward 0
Core_0_LLC_pq_merged 0
Core_0_LLC_pq_to_cache 1972397
Core_0_LLC_pq_full 0

Core_0_LLC_acc_epochs 127143
Core_0_LLC_acc_level_0 123018
Core_0_LLC_acc_level_1 1369
Core_0_LLC_acc_level_2 684
Core_0_LLC_acc_level_3 367
Core_0_LLC_acc_level_4 193
Core_0_LLC_acc_level_5 326
Core_0_LLC_acc_level_6 136
Core_0_LLC_acc_level_7 113
Core_0_LLC_acc_level_8 92
Core_0_LLC_acc_level_9 845

Core_0_major_page_fault 0
Core_0_minor_page_fault 8986

dspatch.pb.lookup 2958001
dspatch.pb.hit 2791636
dspatch.pb.evict 166301
dspatch.pb.insert 166365

dspatch.gen_pref.called 166365
dspatch.gen_pref.reset 23838
dspatch.gen_pref.total 2490595

dspatch.dyn_selection.called 166365
dspatch.dyn_selection.none 31
dspatch.dyn_selection.accp_reason1 23838
dspatch.dyn_selection.accp_reason2 17047
dspatch.dyn_selection.covp_reason1 1862
dspatch.dyn_selection.covp_reason2 123587

dspatch.spt.called 166301
dspatch.spt.or_count_incr 26254
dspatch.spt.measure_covP_incr 21744
dspatch.spt.bmp_cov_reset 21172
dspatch.spt.bmp_cov_update 22974
dspatch.spt.measure_accP_incr 13720
dspatch.spt.measure_accP_decr 152581
dspatch.spt.bmp_acc_update 166301

dspatch.pref_buffer.spilled 3999
dspatch.pref_buffer.buffered 2486596
dspatch.pref_buffer.issued 2486596

dspatch.bw.called 508570
dspatch.bw.bw_histogram 304582,80812,49674,73502,

Channel_0_RQ_row_buffer_hit 868783
Channel_0_RQ_row_buffer_miss 771313
Channel_0_WQ_row_buffer_hit 147342
Channel_0_WQ_row_buffer_miss 407129
Channel_0_WQ_full 965
Channel_0_dbus_congested 1588129

avg_congested_cycle 11

DRAM_bw_pochs 508570
DRAM_bw_level_0 304582
DRAM_bw_level_1 80812
DRAM_bw_level_2 49674
DRAM_bw_level_3 73502
