*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Feb  6 2025 20:33:19
*************************************************
parsing config file: /home/wzz/Pythia/config/spp_ppf_dev.ini

trace_0 /home/wzz/Pythia/traces/605.mcf_s-472B.champsimtrace.xz
Core_0_L1D_writeback_hit 0
Core_0_L1D_writeback_miss 0
Core_0_L1D_prefetch_requested 0
Core_0_L1D_prefetch_dropped 0
Core_0_L1D_prefetch_issued 0
Core_0_L1D_prefetch_filled 0
Core_0_L1D_prefetch_useful 0
Core_0_L1D_prefetch_useless 0
Core_0_L1D_prefetch_late 0
Core_0_L1D_average_miss_latency 73.85503

Core_0_L1D_rq_access 33376832
Core_0_L1D_rq_forward 0
Core_0_L1D_rq_merged 10283473
Core_0_L1D_rq_to_cache 23093359
Core_0_L1D_rq_full 0

Core_0_L1D_wq_access 24899036
Core_0_L1D_wq_forward 0
Core_0_L1D_wq_merged 78429
Core_0_L1D_wq_to_cache 24820607
Core_0_L1D_wq_full 0

Core_0_L1D_pq_access 0
Core_0_L1D_pq_forward 0
Core_0_L1D_pq_merged 0
Core_0_L1D_pq_to_cache 0
Core_0_L1D_pq_full 0

Core_0_L1D_acc_epochs 236289
Core_0_L1D_acc_level_0 236289
Core_0_L1D_acc_level_1 0
Core_0_L1D_acc_level_2 0
Core_0_L1D_acc_level_3 0
Core_0_L1D_acc_level_4 0
Core_0_L1D_acc_level_5 0
Core_0_L1D_acc_level_6 0
Core_0_L1D_acc_level_7 0
Core_0_L1D_acc_level_8 0
Core_0_L1D_acc_level_9 0

Core_0_L1I_total_access 31835185
Core_0_L1I_total_hit 31835185
Core_0_L1I_total_miss 0
Core_0_L1I_loads 31835185
Core_0_L1I_load_hit 31835185
Core_0_L1I_load_miss 0
Core_0_L1I_RFOs 0
Core_0_L1I_RFO_hit 0
Core_0_L1I_RFO_miss 0
Core_0_L1I_prefetches 0
Core_0_L1I_prefetch_hit 0
Core_0_L1I_prefetch_miss 0
Core_0_L1I_writebacks 0
Core_0_L1I_writeback_hit 0
Core_0_L1I_writeback_miss 0
Core_0_L1I_prefetch_requested 0
Core_0_L1I_prefetch_dropped 0
Core_0_L1I_prefetch_issued 0
Core_0_L1I_prefetch_filled 0
Core_0_L1I_prefetch_useful 0
Core_0_L1I_prefetch_useless 0
Core_0_L1I_prefetch_late 0
Core_0_L1I_average_miss_latency -nan

Core_0_L1I_rq_access 100000080
Core_0_L1I_rq_forward 0
Core_0_L1I_rq_merged 68164895
Core_0_L1I_rq_to_cache 31835185
Core_0_L1I_rq_full 0

Core_0_L1I_wq_access 0
Core_0_L1I_wq_forward 0
Core_0_L1I_wq_merged 0
Core_0_L1I_wq_to_cache 0
Core_0_L1I_wq_full 0

Core_0_L1I_pq_access 0
Core_0_L1I_pq_forward 0
Core_0_L1I_pq_merged 0
Core_0_L1I_pq_to_cache 0
Core_0_L1I_pq_full 0

Core_0_L1I_acc_epochs 236289
Core_0_L1I_acc_level_0 236289
Core_0_L1I_acc_level_1 0
Core_0_L1I_acc_level_2 0
Core_0_L1I_acc_level_3 0
Core_0_L1I_acc_level_4 0
Core_0_L1I_acc_level_5 0
Core_0_L1I_acc_level_6 0
Core_0_L1I_acc_level_7 0
Core_0_L1I_acc_level_8 0
Core_0_L1I_acc_level_9 0

Core_0_L2C_total_access 10767898
Core_0_L2C_total_hit 4278035
Core_0_L2C_total_miss 6489863
Core_0_L2C_loads 4690606
Core_0_L2C_load_hit 3140696
Core_0_L2C_load_miss 1549910
Core_0_L2C_RFOs 232821
Core_0_L2C_RFO_hit 26043
Core_0_L2C_RFO_miss 206778
Core_0_L2C_prefetches 5293267
Core_0_L2C_prefetch_hit 562683
Core_0_L2C_prefetch_miss 4730584
Core_0_L2C_writebacks 551204
Core_0_L2C_writeback_hit 548613
Core_0_L2C_writeback_miss 2591
Core_0_L2C_prefetch_requested 9350059
Core_0_L2C_prefetch_dropped 3136
Core_0_L2C_prefetch_issued 9346923
Core_0_L2C_prefetch_filled 7061328
Core_0_L2C_prefetch_useful 4947649
Core_0_L2C_prefetch_useless 2112549
Core_0_L2C_prefetch_late 1132812
Core_0_L2C_average_miss_latency 190.53287

Core_0_L2C_rq_access 4923465
Core_0_L2C_rq_forward 0
Core_0_L2C_rq_merged 0
Core_0_L2C_rq_to_cache 4923427
Core_0_L2C_rq_full 0

Core_0_L2C_wq_access 551204
Core_0_L2C_wq_forward 40
Core_0_L2C_wq_merged 0
Core_0_L2C_wq_to_cache 551204
Core_0_L2C_wq_full 0

Core_0_L2C_pq_access 9346923
Core_0_L2C_pq_forward 0
Core_0_L2C_pq_merged 44964
Core_0_L2C_pq_to_cache 9301957
Core_0_L2C_pq_full 0

Core_0_L2C_acc_epochs 236289
Core_0_L2C_acc_level_0 48
Core_0_L2C_acc_level_1 989
Core_0_L2C_acc_level_2 4954
Core_0_L2C_acc_level_3 8496
Core_0_L2C_acc_level_4 14065
Core_0_L2C_acc_level_5 38951
Core_0_L2C_acc_level_6 49810
Core_0_L2C_acc_level_7 32626
Core_0_L2C_acc_level_8 26634
Core_0_L2C_acc_level_9 59716

Core_0_LLC_total_access 6940887
Core_0_LLC_total_hit 969537
Core_0_LLC_total_miss 5971350
Core_0_LLC_loads 424828
Core_0_LLC_load_hit 55981
Core_0_LLC_load_miss 368847
Core_0_LLC_RFOs 205289
Core_0_LLC_RFO_hit 471
Core_0_LLC_RFO_miss 204818
Core_0_LLC_prefetches 5857153
Core_0_LLC_prefetch_hit 687235
Core_0_LLC_prefetch_miss 5169918
Core_0_LLC_writebacks 453617
Core_0_LLC_writeback_hit 225850
Core_0_LLC_writeback_miss 227767
Core_0_LLC_prefetch_requested 0
Core_0_LLC_prefetch_dropped 0
Core_0_LLC_prefetch_issued 0
Core_0_LLC_prefetch_filled 7207251
Core_0_LLC_prefetch_useful 10211
Core_0_LLC_prefetch_useless 7180105
Core_0_LLC_prefetch_late 0
Core_0_LLC_average_miss_latency 188.55422

Core_0_LLC_rq_access 630119
Core_0_LLC_rq_forward 0
Core_0_LLC_rq_merged 0
Core_0_LLC_rq_to_cache 630117
Core_0_LLC_rq_full 0

Core_0_LLC_wq_access 453617
Core_0_LLC_wq_forward 3
Core_0_LLC_wq_merged 0
Core_0_LLC_wq_to_cache 453617
Core_0_LLC_wq_full 0

Core_0_LLC_pq_access 8194145
Core_0_LLC_pq_forward 0
Core_0_LLC_pq_merged 0
Core_0_LLC_pq_to_cache 8194144
Core_0_LLC_pq_full 0

Core_0_LLC_acc_epochs 248529
Core_0_LLC_acc_level_0 245605
Core_0_LLC_acc_level_1 1220
Core_0_LLC_acc_level_2 603
Core_0_LLC_acc_level_3 220
Core_0_LLC_acc_level_4 85
Core_0_LLC_acc_level_5 329
Core_0_LLC_acc_level_6 63
Core_0_LLC_acc_level_7 63
Core_0_LLC_acc_level_8 36
Core_0_LLC_acc_level_9 305

Core_0_major_page_fault 0
Core_0_minor_page_fault 27628

Channel_0_RQ_row_buffer_hit 4051030
Channel_0_RQ_row_buffer_miss 1692555
Channel_0_WQ_row_buffer_hit 55481
Channel_0_WQ_row_buffer_miss 385021
Channel_0_WQ_full 0
Channel_0_dbus_congested 4354172

avg_congested_cycle 10

DRAM_bw_pochs 994114
DRAM_bw_level_0 444830
DRAM_bw_level_1 156754
DRAM_bw_level_2 70930
DRAM_bw_level_3 321600
